genes	v3_locus
GRMZM2G092160	ATEXPB2
GRMZM2G092186	AtCESA1
GRMZM2G092188	AHA2
GRMZM2G092216	URH2
GRMZM2G092258	ATSRL1
GRMZM2G092268	AHL20
GRMZM2G092298	TOP1
GRMZM2G092311	LHCA1
GRMZM2G092338	AtENODL5
GRMZM2G092341	ATCPK2
GRMZM2G092391	AAT1
GRMZM2G092432	ACR8
GRMZM2G092433	CAT2
GRMZM2G092451	TOP1
GRMZM2G092456	ATMLO1
GRMZM2G092459	ARP3
GRMZM2G092474	ATOSM34
GRMZM2G092481	AKRP
GRMZM2G092533	ALA2
GRMZM2G092568	emb1067
GRMZM2G092575	PRH75
GRMZM2G092588	DGD1
GRMZM2G092627	ILA
GRMZM2G092666	AtWRKY42
GRMZM2G092672	PIRL1
GRMZM2G092704	ATSYP32
GRMZM2G092719	RPSAb
GRMZM2G092746	ADPG1
GRMZM2G092780	ORF02
GRMZM2G092793	ANTR1
GRMZM2G092797	EDA7
GRMZM2G092813	BZO1
GRMZM2G092825	AHA9
GRMZM2G092879	PHT3;1
GRMZM2G092888	POL
GRMZM2G092913	NF-YA7
GRMZM2G092916	ATTBP2
GRMZM2G092917	ATCCR2
GRMZM2G092923	ADK
GRMZM2G092925	ATHVA22E
GRMZM2G092945	AAP5
GRMZM2G092954	bZIP21
GRMZM2G092959	YAK1
GRMZM2G092968	PDF1
GRMZM2G092975	PBC1
GRMZM2G093157	SDS
GRMZM2G093197	ATDUF3
GRMZM2G093210	RLK
GRMZM2G093254	APG2
GRMZM2G093278	ATTRANS11
GRMZM2G093286	CYP78A6
GRMZM2G093297	ATKT1
GRMZM2G093316	EMB71
GRMZM2G093323	ATBT1
GRMZM2G093347	APT1
GRMZM2G093404	SOM
GRMZM2G093436	TTL1
GRMZM2G093451	ATMST1
GRMZM2G093493	PLP3b
GRMZM2G093625	RKP
GRMZM2G093643	ATKEA2
GRMZM2G093645	NFD5
GRMZM2G093650	G6PD4
GRMZM2G093670	AGD3
GRMZM2G093703	ALDH7B4
GRMZM2G093720	ATB\' GAMMA
GRMZM2G093772	BST1
GRMZM2G093784	NRPB1
GRMZM2G093824	TUB3
GRMZM2G093828	ERG28
GRMZM2G093900	GABA-T
GRMZM2G093908	TAF11
GRMZM2G093925	UBC13B
GRMZM2G093944	GF14 NU
GRMZM2G093947	ATRBP37
GRMZM2G093951	NHL25
GRMZM2G093964	TET1
GRMZM2G093987	CLO
GRMZM2G093999	ATCSLA02
GRMZM2G094039	AME3
GRMZM2G094077	ZCF125
GRMZM2G094083	ATEIF3E-1
GRMZM2G094100	ROC2
GRMZM2G094121	UFD1
GRMZM2G094224	PSAL
GRMZM2G094240	ATMST2
GRMZM2G094273	CYP77A5P
GRMZM2G094286	ATSPDS3
GRMZM2G094300	AHA11
GRMZM2G094309	P5CS2
GRMZM2G094328	ATGER2
GRMZM2G094388	RANBP1
GRMZM2G094390	AGD8
GRMZM2G094404	ATGC1
GRMZM2G094500	TBL16
GRMZM2G094523	AT-EXP1
GRMZM2G094541	CRK33
GRMZM2G094586	MEF9
GRMZM2G094599	ARO1
GRMZM2G094641	ATEYA
GRMZM2G094664	RPP13
GRMZM2G094666	ATIPK2BETA
GRMZM2G094692	TET5
GRMZM2G094705	UCH3
GRMZM2G094762	MAP3KE2
GRMZM2G094781	SNF7.1
GRMZM2G094863	mtHsc70-1
GRMZM2G094988	ARP7
GRMZM2G094999	SLO1
GRMZM2G095039	RALFL33
GRMZM2G095082	TROL
GRMZM2G095084	POLH
GRMZM2G095094	EMB2745
GRMZM2G095095	EMB2776
GRMZM2G095114	emb1644
GRMZM2G095164	RALFL33
GRMZM2G095204	ATEXPB2
GRMZM2G095209	RFO1
GRMZM2G095252	CPN60B
GRMZM2G095261	UGT71C4
GRMZM2G095265	SAG12
GRMZM2G095308	GC2
GRMZM2G095318	ATSPS1F
GRMZM2G095322	KEG
GRMZM2G095327	HCT
GRMZM2G095333	ATFKBP13
GRMZM2G095350	OVA2
GRMZM2G095354	MAP3KE1
GRMZM2G095382	LSH6
GRMZM2G095389	ATPTR1
GRMZM2G095392	TAP46
GRMZM2G095397	SLY1
GRMZM2G095415	PAPS1
GRMZM2G095421	ATFIB2
GRMZM2G095441	ATSYP124
GRMZM2G095489	ATSEN2
GRMZM2G095519	GAPC-2
GRMZM2G095540	HGL1
GRMZM2G095579	FOLB1
GRMZM2G095628	SAG12
GRMZM2G095701	POLGAMMA2
GRMZM2G095724	ATVPS53
GRMZM2G095727	APRR7
GRMZM2G095807	UGT88A1
GRMZM2G095822	ATPUP3
GRMZM2G095861	KAT1
GRMZM2G095865	GYRA
GRMZM2G095887	UPL6
GRMZM2G095892	IQD22
GRMZM2G095931	ATRAD4
GRMZM2G095989	HAP13
GRMZM2G095992	ATPDR1
GRMZM2G096020	OPCL1
GRMZM2G096029	CYP51
GRMZM2G096086	CYP87A2
GRMZM2G096092	ATGCP3
GRMZM2G096100	GLP10
GRMZM2G096106	PSD
GRMZM2G096115	ATWL4
GRMZM2G096121	BSL3
GRMZM2G096169	TBL18
GRMZM2G096228	ATCEN2
GRMZM2G096234	LTP
GRMZM2G096300	AML5
GRMZM2G096331	AtRLP14
GRMZM2G096343	ATSPPL2
GRMZM2G096403	ATGDU2
GRMZM2G096407	AAP8
GRMZM2G096412	UGT88A1
GRMZM2G096454	ZCF37
GRMZM2G096458	FAS1
GRMZM2G096480	CSTF64
GRMZM2G096486	ATVAMP726
GRMZM2G096518	PRA1.A1
GRMZM2G096525	SLP3
GRMZM2G096596	ATCAP1
GRMZM2G096682	ACR4
GRMZM2G096683	ATPLT5
GRMZM2G096686	HTA8
GRMZM2G096693	ATTOM1
GRMZM2G096705	AtLa1
GRMZM2G096764	ftsh4
GRMZM2G096812	BCS1
GRMZM2G096905	ATCLASP
GRMZM2G096907	EMB2763
GRMZM2G096952	ABCG11
GRMZM2G096962	RPL9
GRMZM2G096996	NDL3
GRMZM2G097015	TIC20
GRMZM2G097037	GABA-T
GRMZM2G097068	AtTRS130
GRMZM2G097089	RIN2
GRMZM2G097106	emb1688
GRMZM2G097116	CYP86A7
GRMZM2G097135	ATBAG5
GRMZM2G097164	PBD1
GRMZM2G097190	ATNBP35
GRMZM2G097229	ATEXPB2
GRMZM2G097240	POL2B
GRMZM2G097381	CYP40
GRMZM2G097481	emb1860
GRMZM2G097483	ckl10
GRMZM2G097509	FAD4
GRMZM2G097511	HTA11
GRMZM2G097533	CPK7
GRMZM2G097605	ATXPD
GRMZM2G097620	ATJ1
GRMZM2G097626	TUB6
GRMZM2G097669	CDKB2;2
GRMZM2G097704	PLA-I{beta]2
GRMZM2G097775	TAF15b
GRMZM2G097788	ATRL6
GRMZM2G097795	ZAR1
GRMZM2G097841	BAN
GRMZM2G097846	CLPD
GRMZM2G097848	MCD1
GRMZM2G097851	UCC1
GRMZM2G097854	BAN
GRMZM2G097856	GF14 NU
GRMZM2G097872	TPST
GRMZM2G097900	CML24
GRMZM2G097904	ASK2
GRMZM2G097916	MAP3KE1
GRMZM2G097929	PRL1
GRMZM2G098011	GLT1
GRMZM2G098056	DVL18
GRMZM2G098128	PUB23
GRMZM2G098227	ARIA
GRMZM2G098236	ATMPK20
GRMZM2G098301	ATGLR3.3
GRMZM2G098415	APG6
GRMZM2G098438	TBL12
GRMZM2G098474	ARR4
GRMZM2G098496	ALPHA-SNAP2
GRMZM2G098568	AtGLDP1
GRMZM2G098596	ATLACS6
GRMZM2G098622	EMB3012
GRMZM2G098648	EMB40
GRMZM2G098667	DGD2
GRMZM2G098697	RPM1
GRMZM2G098704	ATHB-15
GRMZM2G098712	EMB2745
GRMZM2G098714	ATRPA70B
GRMZM2G098875	GAD
GRMZM2G098900	ARA1
GRMZM2G099002	CIPK1
GRMZM2G099003	AtLEA5
GRMZM2G099045	ABC1
GRMZM2G099048	POL2B
GRMZM2G099080	SNX2b
GRMZM2G099088	ATCSLA09
GRMZM2G099097	CER1
GRMZM2G099101	ATGH9A1
GRMZM2G099172	RPP13
GRMZM2G099183	ATRPABC24.3
GRMZM2G099187	SLK2
GRMZM2G099206	APG1
GRMZM2G099231	APP
GRMZM2G099238	BB
GRMZM2G099253	AtRH36
GRMZM2G099326	ATERF-7
GRMZM2G099355	EMB14
GRMZM2G099367	APE1
GRMZM2G099376	MEE66
GRMZM2G099379	PHT3;3
GRMZM2G099382	ATSDAT
GRMZM2G099420	ATCCR1
GRMZM2G099449	BIL4
GRMZM2G099454	ATHCHIB
GRMZM2G099463	TIC20
GRMZM2G099529	CLPR1
GRMZM2G099580	ATGUT1
GRMZM2G099595	ATLDA
GRMZM2G099598	BSK1
GRMZM2G099626	RTM2
GRMZM2G099630	AIN1
GRMZM2G099657	RPSAb
GRMZM2G099729	MENG
GRMZM2G099737	AMR1
GRMZM2G099740	UGT88A1
GRMZM2G099802	ATLTL1
GRMZM2G099827	ATMAP65-3
GRMZM2G099875	OTP82
GRMZM2G099909	PFD3
GRMZM2G099944	TUB8
GRMZM2G099978	ATSDAT
GRMZM2G099995	ATMTP11
GRMZM2G100012	CYP709B2
GRMZM2G100020	BRX
GRMZM2G100060	CAS1
GRMZM2G100102	NDL3
GRMZM2G100229	IQD31
GRMZM2G100282	EMB2289
GRMZM2G100286	APUM3
GRMZM2G100288	FER
GRMZM2G100315	ATPIMT1
GRMZM2G100321	CYCT1;2
GRMZM2G100333	emb1187
GRMZM2G100402	TOM20-2
GRMZM2G100412	CYP87A2
GRMZM2G100423	CYP71B37
GRMZM2G100478	ATSYP111
GRMZM2G100492	MAP65-8
GRMZM2G100551	DMT7
GRMZM2G100560	CRK
GRMZM2G100597	ATCSLA09
GRMZM2G100652	SQD2
GRMZM2G100662	SP1L1
GRMZM2G100724	ALPHA DOX2
GRMZM2G100730	DPE1
GRMZM2G100732	emb2411
GRMZM2G100766	DGD1
GRMZM2G100796	ATLCB1
GRMZM2G100809	SC3
GRMZM2G100828	HGL1
GRMZM2G100829	ATATG3
GRMZM2G100838	Deg1
GRMZM2G100858	ATRGTA1
GRMZM2G100881	ATIWS1
GRMZM2G100889	ATRBL1
GRMZM2G100913	ARI8
GRMZM2G100931	ATEXPB2
GRMZM2G100940	ARO2
GRMZM2G100946	ARIA
GRMZM2G100992	MAP3KE1
GRMZM2G101044	AT-HF
GRMZM2G101088	FSD3
GRMZM2G101142	ATSSL4
GRMZM2G101213	ATNADP-ME3
GRMZM2G101284	LHCB5
GRMZM2G101300	LACS9
GRMZM2G101413	AERD2
GRMZM2G101438	MAP1D
GRMZM2G101446	ASK2
GRMZM2G101457	ATECI3
GRMZM2G101519	ATBET10
GRMZM2G101533	COV1
GRMZM2G101576	ATPTR1
GRMZM2G101584	LCR69
GRMZM2G101600	COP3
GRMZM2G101642	ATGCP2
GRMZM2G101675	ARP1
GRMZM2G101689	EMB2776
GRMZM2G101693	ATNUDT2
GRMZM2G101702	AGD7
GRMZM2G101761	DHS2
GRMZM2G101841	ATTPS9
GRMZM2G101872	AtENODL9
GRMZM2G101874	MAP65-2
GRMZM2G101916	AtENODL9
GRMZM2G101928	ZIFL1
GRMZM2G101932	ATRPA70B
GRMZM2G101938	ATHSGBP
GRMZM2G101974	SFR6
GRMZM2G102015	ATCOAE
GRMZM2G102069	ECT5
GRMZM2G102163	ALE2
GRMZM2G102230	emb2171
GRMZM2G102231	GPP1
GRMZM2G102242	ATMND1
GRMZM2G102314	OSB2
GRMZM2G102318	CYP72A9
GRMZM2G102322	PDCB5
GRMZM2G102365	ACHT4
GRMZM2G102382	ACHT4
GRMZM2G102421	RCE1
GRMZM2G102429	MAC3A
GRMZM2G102465	SCPL51
GRMZM2G102488	ATGSTZ2
GRMZM2G102497	IQD11
GRMZM2G102605	COR314-TM2
GRMZM2G102611	ATGLDH
GRMZM2G102662	CYP71B34
GRMZM2G102664	TAF4
GRMZM2G102693	UCC1
GRMZM2G102714	CAN
GRMZM2G102808	BPA1
GRMZM2G102862	CRK2
GRMZM2G102903	ATNPSN13
GRMZM2G102936	ADNT1
GRMZM2G102995	PAPS1
GRMZM2G103032	ATAVP3
GRMZM2G103055	AMY1
GRMZM2G103070	SRF8
GRMZM2G103078	CRR22
GRMZM2G103128	ATFT1
GRMZM2G103152	ATGCH
GRMZM2G103164	NIK3
GRMZM2G103166	GTE01
GRMZM2G103197	ATCLH1
GRMZM2G103214	NIP4;2
GRMZM2G103247	PLL5
GRMZM2G103258	ATSPPL1
GRMZM2G103270	XBAT31
GRMZM2G103273	BGAL5
GRMZM2G103281	PECT1
GRMZM2G103334	ECR1
GRMZM2G103340	ATMPK1
GRMZM2G103402	ATHO1
GRMZM2G103412	ATROPGEF7
GRMZM2G103452	ATVSR3
GRMZM2G103544	CAD1
GRMZM2G103595	DVL11
GRMZM2G103613	GC5
GRMZM2G103668	ATHCHIB
GRMZM2G103672	ATEXPB4
GRMZM2G103725	MPPalpha
GRMZM2G103734	ATCHS
GRMZM2G103740	EMB1968
GRMZM2G103742	AtWRKY20
GRMZM2G103825	AtFAAH
GRMZM2G103840	ATPUP5
GRMZM2G103843	FLN2
GRMZM2G103881	ATNYE1
GRMZM2G103897	CRY3
GRMZM2G103909	HRB1
GRMZM2G103972	ATCSLD5
GRMZM2G104025	RPL18
GRMZM2G104032	FUT8
GRMZM2G104070	RPI2
GRMZM2G104088	SNL2
GRMZM2G104092	AtCESA1
GRMZM2G104171	CIPK20
GRMZM2G104234	AtGNA1
GRMZM2G104250	ATGH9A3
GRMZM2G104255	TKI1
GRMZM2G104353	ATSC35
GRMZM2G104373	RPT2a
GRMZM2G104384	TMK1
GRMZM2G104418	VHA-A2
GRMZM2G104419	ATAVP3
GRMZM2G104425	BRL3
GRMZM2G104484	scpl6
GRMZM2G104504	ATPANK2
GRMZM2G104505	ATVAMP726
GRMZM2G104516	ATZFP2
GRMZM2G104523	CML41
GRMZM2G104529	ATFKBP53
GRMZM2G104534	ATSCAR2
GRMZM2G104610	ATPRP4
GRMZM2G104616	ATPRP2
GRMZM2G104622	BAL
GRMZM2G104634	PUB24
GRMZM2G104651	XTH25
GRMZM2G104696	ATINT3
GRMZM2G104769	ATCHIP
GRMZM2G104783	CYP78A6
GRMZM2G104831	ATPAO4
GRMZM2G104877	CYP89A6
GRMZM2G104886	AESP
GRMZM2G104894	AAE1
GRMZM2G104918	AtPPa3
GRMZM2G104938	ATCXE13
GRMZM2G104972	DOT4
GRMZM2G105049	VPS9B
GRMZM2G105085	TOM40
GRMZM2G105092	C2H2
GRMZM2G105185	CYP79A2
GRMZM2G105198	MCM6
GRMZM2G105207	FRO1
GRMZM2G105219	ATCHX2
GRMZM2G105245	ATECH2
GRMZM2G105312	PHYC
GRMZM2G105319	ABAR
GRMZM2G105327	ABAR
GRMZM2G105360	Fes1A
GRMZM2G105376	ATSPS1F
GRMZM2G105400	JK218
GRMZM2G105428	RPM1
GRMZM2G105460	ATL6
GRMZM2G105461	ATEIF3E-1
GRMZM2G105466	ATGCH
GRMZM2G105469	CYP89A6
GRMZM2G105480	ATFBR1
GRMZM2G105498	AHL22
GRMZM2G105501	CPK14
GRMZM2G105513	RPOD1
GRMZM2G105518	LHCB2
GRMZM2G105608	ATFKBP53
GRMZM2G105652	EXO84B
GRMZM2G105682	UCC1
GRMZM2G105766	ATSR2
GRMZM2G105772	RAD23-3
GRMZM2G105976	DEX1
GRMZM2G105987	NHL25
GRMZM2G105991	UGT88A1
GRMZM2G105996	ARF1A1C
GRMZM2G106010	ATHD2
GRMZM2G106026	STZ
GRMZM2G106028	ATMAP65-3
GRMZM2G106039	RPS2
GRMZM2G106047	ACG1
GRMZM2G106061	ATRAB8D
GRMZM2G106118	ATOST1
GRMZM2G106119	ATNADK2
GRMZM2G106143	UBC10
GRMZM2G106165	SCPL51
GRMZM2G106177	ERG28
GRMZM2G106222	UBP8
GRMZM2G106233	MFP1
GRMZM2G106235	AtMAPR4
GRMZM2G106265	ATCCC1
GRMZM2G106280	EMB2745
GRMZM2G106297	CYC1BAT
GRMZM2G106349	CAMTA1
GRMZM2G106377	ARI7
GRMZM2G106389	CRK10
GRMZM2G106408	CYP714A1
GRMZM2G106429	AT-HSC70-1
GRMZM2G106443	IAGLU
GRMZM2G106468	CYP709B2
GRMZM2G106482	CKL13
GRMZM2G106483	NRPB1
GRMZM2G106501	ATFH6
GRMZM2G106513	ARP3
GRMZM2G106530	ATINT3
GRMZM2G106618	APY2
GRMZM2G106631	VCR
GRMZM2G106640	HAC07
GRMZM2G106650	CYP71A25
GRMZM2G106683	SOL1
GRMZM2G106702	ARK3
GRMZM2G106703	ATMTM1
GRMZM2G106732	ATRECQ4B
GRMZM2G106766	VEL1
GRMZM2G106790	MED33A
GRMZM2G106792	NHL2
GRMZM2G106795	ARFB1B
GRMZM2G106931	AT-RSH3
GRMZM2G106974	TWN2
GRMZM2G106976	HB-1
GRMZM2G107021	ATMLO1
GRMZM2G107082	ACLA-3
GRMZM2G107089	OVA6
GRMZM2G107142	EXL1
GRMZM2G107167	CCR4
GRMZM2G107211	HCT
GRMZM2G107306	ATVIT1
GRMZM2G107308	WAK3
GRMZM2G107373	TBL22
GRMZM2G107395	14-3-3OMEGA
GRMZM2G107402	HEMA1
GRMZM2G107429	ABIL1
GRMZM2G107444	ATMAPR3
GRMZM2G107469	THA2
GRMZM2G107481	ALA1
GRMZM2G107524	AtCESA1
GRMZM2G107540	G-H2AX
GRMZM2G107584	ATCSTF77
GRMZM2G107588	COP9
GRMZM2G107645	AtAUR3
GRMZM2G107661	ATGHBDH
GRMZM2G107686	SDD1
GRMZM2G107689	AtAUR3
GRMZM2G107718	RPL16A
GRMZM2G107727	FBL17
GRMZM2G107739	PYD4
GRMZM2G107754	ATCSLA03
GRMZM2G107756	GF14 NU
GRMZM2G107757	SNF7.2
GRMZM2G107776	MOS3
GRMZM2G107805	emb2076
GRMZM2G107854	GAUT14
GRMZM2G107893	ATEIF3E-1
GRMZM2G107984	ATRH53
GRMZM2G108008	emb1129
GRMZM2G108023	AAP6
GRMZM2G108057	MIA
GRMZM2G108115	AERO1
GRMZM2G108118	RTM2
GRMZM2G108125	GABA-T
GRMZM2G108133	BGLU11
GRMZM2G108138	ACBP3
GRMZM2G108144	ATVDAC1
GRMZM2G108159	ATPANK2
GRMZM2G108169	CHY1
GRMZM2G108255	ATRMI1
GRMZM2G108258	ARA-5
GRMZM2G108259	ATERDJ3B
GRMZM2G108272	B160
GRMZM2G108318	ATNMT1
GRMZM2G108338	ATHSD1
GRMZM2G108355	PP2A-4
GRMZM2G108364	AHL
GRMZM2G108369	ATSFGH
GRMZM2G108380	ACR6
GRMZM2G108463	ATRCY1
GRMZM2G108474	TCTP
GRMZM2G108501	YUC6
GRMZM2G108509	SNL4
GRMZM2G108522	SPL12
GRMZM2G108576	GATL4
GRMZM2G108600	ATCSLA09
GRMZM2G108673	TOPP4
GRMZM2G108692	ALAAT2
GRMZM2G108694	CKI1
GRMZM2G108698	CYP75B1
GRMZM2G108699	eIFiso4G1
GRMZM2G108721	PLA IIIA
GRMZM2G108737	emb1381
GRMZM2G108780	PRF5
GRMZM2G108818	ATZFP2
GRMZM2G108833	ADF6
GRMZM2G108894	LAP5
GRMZM2G108976	ARPC5
GRMZM2G108991	ATB\' ALPHA
GRMZM2G108996	BRX
GRMZM2G109009	nPAP
GRMZM2G109070	CRN1
GRMZM2G109121	ATRLI2
GRMZM2G109252	AHDP
GRMZM2G109284	DOT2
GRMZM2G109291	FLA3
GRMZM2G109380	GF14 NU
GRMZM2G109396	HISN7
GRMZM2G109420	KCBP
GRMZM2G109431	GUX2
GRMZM2G109448	HTA12
GRMZM2G109527	ABCG25
GRMZM2G109547	ABCG25
GRMZM2G109561	OMR1
GRMZM2G109589	FLDH
GRMZM2G109609	ATCXE13
GRMZM2G109624	ASKTHETA
GRMZM2G109677	ARP1
GRMZM2G109743	IBR1
GRMZM2G109767	ARP
GRMZM2G109787	ATRDRP1
GRMZM2G109855	ULP1B
GRMZM2G109914	TIP1
GRMZM2G109966	UFO
GRMZM2G109973	ATEXPB2
GRMZM2G109977	UCH1
GRMZM2G110013	ATEXPB2
GRMZM2G110018	ATPLT5
GRMZM2G110025	ATEXPB2
GRMZM2G110034	ATPLT5
GRMZM2G110050	EBF1
GRMZM2G110063	ALB3
GRMZM2G110076	TAF9
GRMZM2G110107	AtIDD14
GRMZM2G110116	ATBTF3
GRMZM2G110119	ATFBR1
GRMZM2G110181	UKL3
GRMZM2G110195	AAP2
GRMZM2G110220	MMP
GRMZM2G110233	NOP56
GRMZM2G110289	emb2004
GRMZM2G110299	XTH1
GRMZM2G110324	LKR
GRMZM2G110378	ACT7
GRMZM2G110388	CYP71A25
GRMZM2G110403	BSL3
GRMZM2G110406	SPK1
GRMZM2G110423	ARI1
GRMZM2G110470	ARF6
GRMZM2G110504	ATNRP1
GRMZM2G110558	GAE1
GRMZM2G110574	AtHsp90-7
GRMZM2G110584	AtAUR2
GRMZM2G110593	ATSOS2
GRMZM2G110597	ATCRS1
GRMZM2G110599	AtSRT2
GRMZM2G110616	AAE1
GRMZM2G110626	ATTCP-1
GRMZM2G110646	ATPIS
GRMZM2G110685	HSL1
GRMZM2G110714	ATPPC3
GRMZM2G110728	HEME1
GRMZM2G110735	ATGH9A1
GRMZM2G110739	ATMLO1
GRMZM2G110822	EYE
GRMZM2G110836	ATGATL1
GRMZM2G110862	ATIREG2
GRMZM2G110869	DCAF1
GRMZM2G110894	ATBAG5
GRMZM2G110929	GEM
GRMZM2G110976	ATXI-I
GRMZM2G111028	G-H2AX
GRMZM2G111082	ACO1
GRMZM2G111086	ATLCBK1
GRMZM2G111140	PHT4;5
GRMZM2G111201	ATFH5
GRMZM2G111208	FAB1B
GRMZM2G111216	CSP41A
GRMZM2G111250	PDC2
GRMZM2G111264	ATCKX6
GRMZM2G111344	UGT88A1
GRMZM2G111394	AR781
GRMZM2G111406	PRAF1
GRMZM2G111411	RANBP1
GRMZM2G111423	ASAT1
GRMZM2G111436	ATWEX
GRMZM2G111511	ATNAP13
GRMZM2G111525	ATGSL04
GRMZM2G111529	ATGSL04
GRMZM2G111544	ATHIR1
GRMZM2G111602	ACO1
GRMZM2G111609	ADPG1
GRMZM2G111611	ATVTI12
GRMZM2G111616	FDH
GRMZM2G111637	CRR7
GRMZM2G111657	ATEXO70E1
GRMZM2G111677	KAS III
GRMZM2G111697	ACR6
GRMZM2G111737	ATSYTA
GRMZM2G111782	ATEXO70F1
GRMZM2G111802	ATHO1
GRMZM2G111809	ECT7
GRMZM2G111909	ATSAHH1
GRMZM2G111912	XRI
GRMZM2G111939	FHY2
GRMZM2G111968	BASS5
GRMZM2G111998	ATBX3
GRMZM2G112129	AGAL2
GRMZM2G112172	CAMTA1
GRMZM2G112190	XTH30
GRMZM2G112198	XTH30
GRMZM2G112278	ATATG3
GRMZM2G112285	ATRBP47A
GRMZM2G112314	DRP3B
GRMZM2G112337	ATMAP65-1
GRMZM2G112456	ATOPT4
GRMZM2G112539	ATLACS6
GRMZM2G112596	INDL
GRMZM2G112604	ARD4
GRMZM2G112619	ATXTH26
GRMZM2G112659	TTL3
GRMZM2G112704	BGLU44
GRMZM2G112745	ZCF125
GRMZM2G112769	APUM1
GRMZM2G112793	PP2A-4
GRMZM2G112801	SEC5A
GRMZM2G112839	SAY1
GRMZM2G112925	PLL5
GRMZM2G112942	GLTP2
GRMZM2G112968	ENDO4
GRMZM2G113002	XBAT31
GRMZM2G113017	ATCPISCA
GRMZM2G113053	CHO
GRMZM2G113096	AT.EIF4E1
GRMZM2G113165	ACA7
GRMZM2G113170	EFR
GRMZM2G113191	ACA7
GRMZM2G113244	ADO1
GRMZM2G113250	LOS1
GRMZM2G113276	ATCCC1
GRMZM2G113319	ATXIK
GRMZM2G113325	ATFC-II
GRMZM2G113365	ATPRP40A
GRMZM2G113389	CAT2
GRMZM2G113396	CIN4
GRMZM2G113415	ATCBP20
GRMZM2G113432	ATCSLD2
GRMZM2G113512	IBS1
GRMZM2G113515	POLD3
GRMZM2G113552	ATHSP93-V
GRMZM2G113579	TUB1
GRMZM2G113592	U1-70K
GRMZM2G113618	CYP71B2
GRMZM2G113633	ATPP7
GRMZM2G113655	I14H
GRMZM2G113750	TUB5
GRMZM2G113761	XTH32
GRMZM2G113794	UGT71B1
GRMZM2G113800	ATPUP11
GRMZM2G113818	ATPUP11
GRMZM2G113844	FMO1
GRMZM2G113860	AZF2
GRMZM2G113911	ATCLC-F
GRMZM2G113959	SHM6
GRMZM2G113967	CIPK10
GRMZM2G113990	MIA40
GRMZM2G113995	ARFB1B
GRMZM2G114036	PLA IIIA
GRMZM2G114119	AtGDU4
GRMZM2G114126	ORP3C
GRMZM2G114156	I9H
GRMZM2G114162	ATPI4K ALPHA
GRMZM2G114255	AKT1
GRMZM2G114264	ATVLN4
GRMZM2G114312	TAF9
GRMZM2G114322	ATEXLA1
GRMZM2G114332	ATSLY1
GRMZM2G114354	ATPLC4
GRMZM2G114387	ATPTB2
GRMZM2G114394	SLP3
GRMZM2G114471	ATCHS
GRMZM2G114484	EDA38
GRMZM2G114613	LSD1
GRMZM2G114672	ACBP4
GRMZM2G114692	APUM24
GRMZM2G114710	MEE54
GRMZM2G114727	ATHAM3
GRMZM2G114756	RANGAP2
GRMZM2G114808	ATMSL9
GRMZM2G114814	MSL4
GRMZM2G114818	ULP1B
GRMZM2G114841	MAP65-8
GRMZM2G114898	HAT3.1
GRMZM2G114934	ATGSL10
GRMZM2G114982	ATNADP-ME2
GRMZM2G115000	ATPUB45
GRMZM2G115013	ATRPA1A
GRMZM2G115077	SPS2
GRMZM2G115124	GMD2
GRMZM2G115162	ATNPR3
GRMZM2G115182	ATTIF3K1
GRMZM2G115190	ZIP10
GRMZM2G115245	EMB2780
GRMZM2G115276	LEP
GRMZM2G115277	ATCSN7
GRMZM2G115280	ACA10
GRMZM2G115350	AME3
GRMZM2G115388	ATZFP2
GRMZM2G115462	RNS2
GRMZM2G115489	ZCF125
GRMZM2G115551	ATTCX2
GRMZM2G115589	ATGSL05
GRMZM2G115598	ATEIF3C-1
GRMZM2G115630	CHY1
GRMZM2G115633	SDE3
GRMZM2G115660	BP80-3;3
GRMZM2G115670	CYCT1;4
GRMZM2G115705	ARK3
GRMZM2G115762	ATXT1
GRMZM2G115772	ATCSLA09
GRMZM2G115773	ARA12
GRMZM2G115775	ATSYP52
GRMZM2G115828	UBC13B
GRMZM2G115841	ADT3
GRMZM2G115855	ATPEX5
GRMZM2G115909	ATEXP11
GRMZM2G115914	ADO1
GRMZM2G115916	ATPTR5
GRMZM2G115939	RCE1
GRMZM2G115948	PAB1
GRMZM2G116004	PEX3
GRMZM2G116010	PIP5K4
GRMZM2G116158	ATHMA8
GRMZM2G116236	FLA7
GRMZM2G116256	ATKT4
GRMZM2G116258	GSA2
GRMZM2G116292	UBQ10
GRMZM2G116314	UBP15
GRMZM2G116376	ATWNK6
GRMZM2G116506	TPR1
GRMZM2G116514	ATRBL3
GRMZM2G116526	PTAC3
GRMZM2G116554	BAT1
GRMZM2G116563	EMB1706
GRMZM2G116574	DRIP2
GRMZM2G116586	ATUSP
GRMZM2G116632	UCC1
GRMZM2G116634	ATNAP14
GRMZM2G116668	PHT3;1
GRMZM2G116675	PSF3
GRMZM2G116681	AtTHO7
GRMZM2G116685	CCR4
GRMZM2G116689	ATRUB1
GRMZM2G116696	BIO2
GRMZM2G116714	ATPEX2
GRMZM2G116830	ATBAG6
GRMZM2G116872	IDH-III
GRMZM2G116876	NPC1
GRMZM2G116919	UBC34
GRMZM2G116939	SMC3
GRMZM2G116966	NAMT1
GRMZM2G116969	AtTLP1
GRMZM2G116973	CYP81H1
GRMZM2G116981	SEC6
GRMZM2G117012	FEY
GRMZM2G117028	STI
GRMZM2G117060	CHA19
