genes,SLB
GRMZM2G055282,1.474
GRMZM2G064390,1.474
GRMZM5G828302,1.474
GRMZM2G138964,1.473
GRMZM2G118363,1.473
GRMZM2G048557,1.473
GRMZM2G001803,1.473
GRMZM2G137468,1.473
GRMZM2G127798,1.473
GRMZM2G496110,1.473
GRMZM2G028516,1.472
GRMZM2G081919,1.472
GRMZM2G025720,1.472
GRMZM2G102365,1.472
GRMZM2G007651,1.472
GRMZM2G048740,1.471
GRMZM2G132644,1.471
GRMZM2G304915,1.471
GRMZM2G153766,1.471
GRMZM2G170595,1.471
GRMZM2G116714,1.471
GRMZM2G013750,1.471
GRMZM2G057590,1.471
GRMZM2G021243,1.471
GRMZM2G008444,1.471
GRMZM2G040493,1.470
GRMZM2G326328,1.470
GRMZM2G019799,1.470
AC204277.3_FG006,1.470
GRMZM2G061900,1.470
GRMZM2G046480,1.470
GRMZM2G046407,1.470
GRMZM2G437912,1.470
GRMZM5G832149,1.470
GRMZM2G460396,1.469
GRMZM2G091151,1.469
GRMZM2G300955,1.468
AC191042.4_FG001,1.468
GRMZM2G180732,1.468
GRMZM2G420121,1.468
GRMZM2G004548,1.468
GRMZM2G034079,1.468
GRMZM2G028700,1.468
GRMZM2G145951,1.467
GRMZM2G119722,1.467
GRMZM2G091226,1.467
GRMZM2G002626,1.467
GRMZM5G863146,1.467
GRMZM2G177654,1.467
GRMZM2G153263,1.467
GRMZM2G044900,1.466
GRMZM2G058954,1.466
GRMZM2G409722,1.466
GRMZM2G029547,1.466
GRMZM2G115133,1.465
GRMZM2G093104,1.465
GRMZM2G335601,1.465
GRMZM2G701688,1.464
AC210013.4_FG014,1.463
GRMZM2G171022,1.463
GRMZM2G082384,1.463
GRMZM2G118316,1.463
GRMZM2G165007,1.463
GRMZM2G463726,1.462
GRMZM2G143646,1.462
GRMZM2G067555,1.462
GRMZM2G173852,1.462
GRMZM2G165351,1.461
GRMZM2G008638,1.461
GRMZM2G132358,1.461
GRMZM5G867390,1.461
GRMZM2G028900,1.461
GRMZM2G162079,1.461
GRMZM2G351582,1.461
GRMZM2G021567,1.460
AC207628.4_FG003,1.459
GRMZM2G138455,1.458
GRMZM2G157043,1.458
GRMZM5G812555,1.458
GRMZM2G155626,1.458
GRMZM2G134749,1.458
GRMZM2G092704,1.458
GRMZM2G114672,1.458
GRMZM2G425719,1.458
GRMZM2G147629,1.457
GRMZM2G044800,1.457
GRMZM2G450163,1.457
GRMZM2G063188,1.457
GRMZM2G130605,1.457
GRMZM2G018004,1.457
GRMZM2G464157,1.456
GRMZM2G149230,1.456
GRMZM2G002569,1.456
GRMZM2G045259,1.456
GRMZM2G135341,1.456
GRMZM2G092604,1.456
GRMZM2G003108,1.456
GRMZM5G877838,1.455
GRMZM2G060511,1.455
GRMZM2G444222,1.455
GRMZM2G014376,1.455
GRMZM2G076450,1.455
GRMZM2G008748,1.454
GRMZM2G008898,1.454
GRMZM2G003384,1.454
GRMZM2G158872,1.454
GRMZM2G455476,1.454
GRMZM2G172900,1.454
GRMZM2G048611,1.454
GRMZM2G335657,1.453
GRMZM5G834734,1.452
GRMZM2G411653,1.452
GRMZM2G150448,1.452
GRMZM2G141081,1.452
GRMZM2G027173,1.452
GRMZM2G110289,1.451
GRMZM5G861997,1.451
GRMZM2G108996,1.451
GRMZM2G002548,1.451
GRMZM2G423861,1.451
GRMZM2G323731,1.451
GRMZM2G092190,1.450
GRMZM2G027462,1.450
GRMZM2G074085,1.450
GRMZM2G457889,1.450
GRMZM2G116812,1.450
GRMZM2G178341,1.450
GRMZM2G072088,1.450
GRMZM2G078946,1.449
GRMZM2G010657,1.449
GRMZM5G802854,1.449
GRMZM2G041181,1.448
GRMZM2G064612,1.448
GRMZM2G076705,1.448
GRMZM2G038950,1.448
GRMZM2G371721,1.448
GRMZM2G008862,1.446
GRMZM2G120262,1.446
GRMZM2G051270,1.446
GRMZM2G149132,1.446
GRMZM2G087226,1.446
GRMZM2G092120,1.446
GRMZM2G139419,1.445
GRMZM2G427826,1.445
GRMZM2G043127,1.445
GRMZM2G092550,1.444
GRMZM2G066555,1.444
AC190609.3_FG003,1.444
GRMZM2G021225,1.444
GRMZM2G178787,1.444
GRMZM2G166024,1.444
GRMZM2G082293,1.444
GRMZM2G061127,1.444
GRMZM2G472625,1.443
AC207347.3_FG005,1.443
GRMZM5G813092,1.443
GRMZM2G026758,1.442
GRMZM2G055807,1.442
GRMZM2G408294,1.442
GRMZM2G321220,1.441
GRMZM2G375064,1.441
GRMZM2G167247,1.441
GRMZM2G335814,1.441
GRMZM2G027741,1.441
GRMZM2G121117,1.441
GRMZM2G416632,1.441
GRMZM2G121066,1.440
GRMZM2G097662,1.440
GRMZM2G040326,1.440
GRMZM2G366919,1.440
GRMZM2G044354,1.440
GRMZM2G451483,1.440
GRMZM2G038374,1.439
GRMZM2G142088,1.439
GRMZM2G038953,1.439
GRMZM2G078272,1.439
AC203752.5_FG002,1.439
GRMZM2G138523,1.439
GRMZM2G061105,1.439
GRMZM2G064782,1.439
GRMZM2G083000,1.439
GRMZM2G358279,1.438
GRMZM2G076841,1.437
GRMZM2G109879,1.437
GRMZM2G174696,1.437
GRMZM5G834894,1.437
GRMZM2G363460,1.436
GRMZM2G133082,1.436
GRMZM2G125263,1.436
GRMZM2G139031,1.436
GRMZM2G148924,1.435
GRMZM2G178254,1.435
GRMZM2G061303,1.435
GRMZM2G163233,1.434
GRMZM2G156581,1.433
AC195860.3_FG006,1.433
GRMZM2G127668,1.433
GRMZM2G062914,1.433
GRMZM2G062841,1.433
GRMZM2G040905,1.432
GRMZM2G474783,1.432
GRMZM5G896916,1.432
GRMZM2G071602,1.432
GRMZM2G155217,1.432
GRMZM2G122335,1.432
GRMZM2G156013,1.432
GRMZM2G027282,1.432
AC209877.3_FG002,1.431
GRMZM2G166145,1.431
GRMZM2G012216,1.431
GRMZM2G089962,1.431
GRMZM2G066612,1.430
GRMZM2G014452,1.430
GRMZM2G480002,1.430
AC194970.5_FG009,1.430
GRMZM2G469969,1.429
GRMZM2G159357,1.429
GRMZM2G131577,1.429
GRMZM2G050641,1.429
GRMZM2G022945,1.429
GRMZM2G304274,1.429
GRMZM2G083749,1.428
GRMZM2G090068,1.428
AC183950.2_FG005,1.428
GRMZM2G014977,1.428
GRMZM2G049194,1.428
GRMZM2G423851,1.428
AF466202.2_FG008,1.428
GRMZM2G134844,1.427
GRMZM2G116563,1.426
GRMZM2G362883,1.426
GRMZM2G177878,1.426
GRMZM2G119339,1.425
GRMZM5G816135,1.425
GRMZM2G392956,1.425
GRMZM2G095323,1.425
GRMZM2G396846,1.425
GRMZM2G126873,1.424
GRMZM2G057743,1.424
GRMZM2G178571,1.424
GRMZM2G362785,1.424
GRMZM2G066051,1.424
GRMZM2G119571,1.424
GRMZM2G040207,1.424
GRMZM2G018943,1.423
GRMZM2G098557,1.423
GRMZM2G099449,1.422
GRMZM2G176396,1.422
GRMZM2G051138,1.422
GRMZM2G020864,1.422
GRMZM2G074689,1.422
GRMZM6G247892,1.421
GRMZM2G138511,1.421
GRMZM2G041328,1.421
GRMZM2G092648,1.421
GRMZM2G010315,1.421
GRMZM2G164563,1.420
GRMZM2G363253,1.420
GRMZM2G082580,1.420
GRMZM2G027420,1.420
GRMZM2G181259,1.419
AC234201.1_FG003,1.419
AC218900.3_FG001,1.419
GRMZM2G006290,1.419
GRMZM2G071575,1.419
GRMZM5G821267,1.419
GRMZM2G110483,1.419
GRMZM2G049785,1.419
GRMZM2G046088,1.419
GRMZM2G130062,1.418
GRMZM2G009506,1.418
GRMZM2G009626,1.418
GRMZM2G101675,1.418
GRMZM2G091494,1.417
GRMZM2G042074,1.417
GRMZM5G856681,1.417
GRMZM2G095593,1.417
GRMZM2G360688,1.416
GRMZM2G084587,1.416
GRMZM5G866918,1.416
GRMZM2G164185,1.415
GRMZM2G012178,1.415
GRMZM2G137366,1.415
GRMZM2G139369,1.415
GRMZM2G007025,1.415
GRMZM2G124353,1.415
GRMZM2G136389,1.415
GRMZM2G150289,1.415
GRMZM2G155836,1.414
GRMZM2G146887,1.414
GRMZM2G035996,1.414
GRMZM2G032252,1.414
GRMZM2G323912,1.414
GRMZM2G151299,1.414
GRMZM2G087479,1.414
GRMZM5G860590,1.413
GRMZM2G464137,1.413
GRMZM2G701801,1.413
GRMZM2G153232,1.413
GRMZM2G136443,1.412
GRMZM2G104449,1.412
GRMZM2G050371,1.412
GRMZM2G127591,1.412
AC196779.3_FG003,1.411
GRMZM2G076257,1.411
GRMZM2G004997,1.411
GRMZM2G121790,1.411
GRMZM5G870959,1.411
GRMZM2G056078,1.411
GRMZM2G433591,1.410
GRMZM2G476655,1.409
GRMZM2G045401,1.409
GRMZM2G081350,1.409
GRMZM2G079850,1.409
GRMZM2G149257,1.409
GRMZM2G126858,1.409
GRMZM2G171354,1.408
GRMZM2G068496,1.408
GRMZM2G150187,1.408
GRMZM2G076062,1.408
GRMZM2G030293,1.408
GRMZM5G862931,1.407
GRMZM2G015200,1.407
GRMZM5G886785,1.407
GRMZM2G178968,1.406
GRMZM2G124576,1.406
GRMZM5G886109,1.406
GRMZM2G052821,1.405
GRMZM5G803490,1.404
GRMZM2G161969,1.404
GRMZM2G312438,1.404
GRMZM2G150806,1.404
GRMZM2G164141,1.403
GRMZM2G148709,1.403
GRMZM2G458075,1.403
GRMZM2G011806,1.403
GRMZM2G157510,1.403
GRMZM2G031053,1.402
GRMZM2G085568,1.402
GRMZM2G065593,1.402
GRMZM2G180704,1.402
GRMZM2G168299,1.402
GRMZM2G072612,1.402
AC203019.3_FG001,1.402
GRMZM2G420119,1.402
GRMZM2G074404,1.401
GRMZM2G042371,1.401
GRMZM2G033117,1.401
GRMZM2G138370,1.401
GRMZM2G094595,1.401
GRMZM2G139198,1.401
GRMZM2G132903,1.401
GRMZM2G044382,1.401
GRMZM5G801019,1.401
GRMZM2G030465,1.401
GRMZM2G108694,1.401
GRMZM2G320689,1.401
GRMZM2G365888,1.401
GRMZM2G010468,1.401
GRMZM2G042101,1.400
GRMZM2G129249,1.400
GRMZM2G092652,1.400
GRMZM2G171073,1.399
GRMZM2G065868,1.399
GRMZM2G160994,1.399
GRMZM2G178801,1.399
GRMZM5G854499,1.399
GRMZM2G475583,1.399
GRMZM2G036619,1.399
GRMZM5G887303,1.399
GRMZM2G117755,1.399
GRMZM2G168959,1.399
GRMZM2G139872,1.398
GRMZM2G029223,1.398
GRMZM2G180519,1.398
GRMZM2G157147,1.398
GRMZM2G011079,1.398
GRMZM5G891834,1.398
GRMZM2G153215,1.398
GRMZM2G114461,1.398
GRMZM2G431114,1.398
GRMZM2G016275,1.398
GRMZM2G078382,1.398
GRMZM5G825226,1.397
GRMZM2G088995,1.397
GRMZM2G158029,1.397
GRMZM5G814700,1.397
GRMZM2G008710,1.397
GRMZM2G144155,1.397
GRMZM2G118697,1.396
AC203972.3_FG001,1.396
GRMZM2G137985,1.396
GRMZM2G116243,1.396
GRMZM2G432850,1.396
GRMZM2G381429,1.396
GRMZM2G179976,1.395
GRMZM2G115766,1.395
GRMZM2G703490,1.395
GRMZM2G005990,1.395
GRMZM2G123159,1.394
GRMZM2G035445,1.394
AC215309.3_FG004,1.394
GRMZM2G062412,1.394
GRMZM2G131389,1.394
GRMZM2G154394,1.394
GRMZM2G158021,1.394
GRMZM2G170843,1.394
GRMZM2G115615,1.394
GRMZM2G115674,1.394
GRMZM2G476652,1.394
GRMZM2G574858,1.393
GRMZM2G042343,1.393
GRMZM2G104534,1.393
GRMZM2G325001,1.392
GRMZM2G419290,1.392
GRMZM2G101938,1.392
GRMZM2G029731,1.392
GRMZM2G047607,1.391
GRMZM2G443843,1.391
GRMZM2G459230,1.391
GRMZM2G027115,1.390
GRMZM2G127336,1.390
GRMZM2G309327,1.390
GRMZM2G056934,1.390
GRMZM2G050325,1.390
GRMZM2G703299,1.390
GRMZM5G875864,1.390
GRMZM5G816552,1.389
GRMZM2G178460,1.389
GRMZM2G028763,1.389
GRMZM2G056612,1.389
GRMZM2G032171,1.389
GRMZM2G094599,1.389
GRMZM2G115875,1.389
GRMZM2G179638,1.389
GRMZM2G163494,1.389
GRMZM2G359664,1.387
GRMZM2G032182,1.387
GRMZM2G125768,1.387
GRMZM2G399877,1.387
GRMZM2G039385,1.387
GRMZM2G094255,1.387
GRMZM2G059618,1.386
GRMZM2G130634,1.386
GRMZM2G321940,1.386
GRMZM2G064799,1.386
GRMZM2G311024,1.386
GRMZM2G000044,1.386
GRMZM2G074427,1.385
GRMZM2G068984,1.384
GRMZM2G122239,1.384
GRMZM2G000964,1.384
GRMZM2G157522,1.383
GRMZM2G008072,1.383
GRMZM2G081644,1.383
GRMZM2G110398,1.383
GRMZM2G158237,1.383
GRMZM2G133986,1.382
GRMZM2G033694,1.382
GRMZM2G073180,1.382
GRMZM2G476636,1.382
GRMZM2G168330,1.382
GRMZM2G133464,1.382
GRMZM2G169182,1.381
GRMZM2G105755,1.381
GRMZM2G043484,1.381
GRMZM2G476107,1.381
GRMZM2G164418,1.380
GRMZM2G013936,1.380
GRMZM2G146292,1.379
GRMZM2G062377,1.379
GRMZM2G005947,1.379
GRMZM2G357873,1.379
GRMZM2G069687,1.379
GRMZM5G881296,1.379
GRMZM2G101523,1.378
GRMZM2G131167,1.378
GRMZM2G080497,1.378
GRMZM2G011575,1.378
GRMZM2G155935,1.378
GRMZM2G152877,1.378
GRMZM2G110851,1.378
GRMZM2G008751,1.378
GRMZM2G414569,1.378
GRMZM2G169943,1.378
GRMZM2G099780,1.378
GRMZM2G073359,1.378
GRMZM2G167872,1.377
GRMZM2G150014,1.377
GRMZM2G048561,1.377
GRMZM2G151414,1.377
GRMZM2G360792,1.376
GRMZM2G080156,1.376
GRMZM2G050625,1.376
GRMZM2G056014,1.376
GRMZM2G479018,1.376
GRMZM2G467147,1.376
GRMZM2G004908,1.375
GRMZM2G139157,1.375
GRMZM2G022563,1.375
GRMZM2G123886,1.375
GRMZM2G097843,1.375
GRMZM2G176662,1.375
GRMZM2G168849,1.374
GRMZM2G044281,1.374
GRMZM5G840928,1.374
GRMZM2G126484,1.374
GRMZM2G134862,1.374
GRMZM2G143445,1.373
GRMZM2G103721,1.373
AC208031.3_FG002,1.373
GRMZM2G000753,1.373
GRMZM2G117458,1.373
GRMZM2G344924,1.372
GRMZM2G141202,1.372
GRMZM2G144995,1.372
GRMZM2G351387,1.372
GRMZM2G377589,1.371
GRMZM2G048294,1.371
GRMZM2G056350,1.371
AC195785.3_FG004,1.371
GRMZM2G150866,1.370
GRMZM2G063244,1.370
GRMZM2G380361,1.370
GRMZM2G023110,1.370
GRMZM2G091228,1.370
GRMZM2G040161,1.370
GRMZM2G131907,1.370
GRMZM2G024335,1.370
GRMZM2G114758,1.370
GRMZM2G177432,1.370
GRMZM2G170689,1.369
GRMZM2G171987,1.369
GRMZM2G096759,1.369
GRMZM2G000371,1.369
GRMZM2G097164,1.369
GRMZM2G451716,1.369
GRMZM2G117776,1.369
GRMZM5G879570,1.368
AC213884.3_FG001,1.368
AC196066.3_FG003,1.368
GRMZM2G478664,1.368
GRMZM2G104373,1.368
GRMZM2G019907,1.368
GRMZM2G148940,1.367
GRMZM2G162544,1.367
GRMZM2G303631,1.367
GRMZM5G839757,1.367
GRMZM5G883149,1.367
GRMZM5G812270,1.367
GRMZM2G050952,1.367
AC207265.3_FG002,1.366
GRMZM2G409934,1.366
GRMZM2G068192,1.366
GRMZM2G381933,1.366
GRMZM5G873586,1.366
GRMZM2G021313,1.366
GRMZM2G151549,1.365
GRMZM2G394450,1.365
GRMZM2G113232,1.365
GRMZM2G161918,1.365
GRMZM2G000823,1.364
GRMZM2G427014,1.364
GRMZM2G179737,1.364
GRMZM2G088313,1.364
GRMZM2G022711,1.364
GRMZM2G075294,1.364
GRMZM2G145595,1.364
GRMZM2G022987,1.364
GRMZM2G346278,1.363
GRMZM2G000710,1.362
GRMZM2G023008,1.362
GRMZM2G028883,1.362
GRMZM2G133969,1.362
GRMZM2G030284,1.362
GRMZM2G398533,1.362
GRMZM2G313649,1.362
GRMZM2G107872,1.361
GRMZM2G069772,1.361
GRMZM2G095084,1.361
GRMZM2G019971,1.361
GRMZM2G023884,1.361
GRMZM2G039982,1.361
GRMZM2G156565,1.361
GRMZM2G446921,1.360
GRMZM2G476637,1.360
GRMZM2G001097,1.360
GRMZM2G166658,1.360
GRMZM2G011777,1.360
GRMZM5G858610,1.359
GRMZM2G029101,1.359
GRMZM2G060190,1.359
GRMZM2G110929,1.359
GRMZM2G086072,1.359
GRMZM2G043819,1.359
GRMZM2G080898,1.359
GRMZM2G092571,1.358
GRMZM2G360455,1.358
GRMZM2G133055,1.358
GRMZM2G084940,1.358
GRMZM5G878497,1.358
GRMZM2G107838,1.358
GRMZM2G393334,1.358
GRMZM2G044968,1.358
GRMZM2G027737,1.358
AC190750.2_FG014,1.358
GRMZM2G077428,1.358
GRMZM2G098912,1.357
GRMZM2G448715,1.355
GRMZM2G154366,1.355
AC203392.3_FG004,1.355
GRMZM2G132854,1.355
GRMZM2G113096,1.355
GRMZM5G874500,1.354
GRMZM2G025072,1.354
GRMZM2G178822,1.354
GRMZM2G153615,1.354
GRMZM5G803318,1.353
GRMZM2G452142,1.353
AC234183.1_FG002,1.353
GRMZM2G156713,1.352
GRMZM2G446960,1.352
GRMZM2G174554,1.352
AC218998.2_FG007,1.351
GRMZM2G164113,1.351
GRMZM2G057265,1.351
GRMZM2G099231,1.350
GRMZM2G069970,1.350
GRMZM2G172183,1.350
GRMZM2G134313,1.350
GRMZM2G035726,1.350
GRMZM2G002874,1.350
GRMZM2G095219,1.349
GRMZM2G134270,1.349
GRMZM2G133749,1.349
GRMZM2G425986,1.349
GRMZM2G123104,1.348
GRMZM2G166441,1.348
GRMZM2G140752,1.348
GRMZM2G043822,1.348
GRMZM2G058525,1.347
GRMZM2G116831,1.347
GRMZM2G005251,1.347
GRMZM2G096240,1.347
GRMZM2G147335,1.347
GRMZM2G032314,1.347
GRMZM2G144028,1.347
GRMZM2G127650,1.346
GRMZM2G025531,1.346
GRMZM5G882986,1.346
GRMZM2G018946,1.346
GRMZM2G060296,1.346
GRMZM2G174549,1.346
GRMZM2G423833,1.346
GRMZM2G102923,1.346
GRMZM2G029396,1.345
GRMZM2G098042,1.345
GRMZM2G017324,1.344
GRMZM2G357620,1.344
GRMZM2G084540,1.342
GRMZM2G022947,1.342
GRMZM2G099080,1.342
GRMZM2G091837,1.342
GRMZM2G109130,1.341
GRMZM2G132116,1.341
GRMZM2G143651,1.341
GRMZM2G157027,1.341
AC205703.4_FG005,1.340
GRMZM2G098603,1.340
GRMZM2G153648,1.340
GRMZM2G007871,1.340
GRMZM2G092000,1.340
GRMZM2G016749,1.340
GRMZM2G160279,1.340
GRMZM2G114911,1.339
GRMZM2G150213,1.339
GRMZM2G480356,1.339
GRMZM2G476843,1.339
GRMZM2G028605,1.339
GRMZM2G415433,1.339
GRMZM2G090868,1.338
GRMZM2G137413,1.337
GRMZM2G123029,1.337
GRMZM5G868647,1.337
GRMZM2G080537,1.337
AC155377.1_FG001,1.337
GRMZM2G005374,1.337
GRMZM2G085577,1.336
GRMZM2G075630,1.336
GRMZM2G356653,1.335
GRMZM2G028393,1.335
GRMZM2G036290,1.335
GRMZM2G095643,1.335
GRMZM2G140600,1.335
GRMZM2G022252,1.335
GRMZM2G060536,1.334
GRMZM2G040964,1.334
GRMZM2G136311,1.334
GRMZM2G116434,1.333
GRMZM2G133988,1.333
GRMZM2G113420,1.333
GRMZM2G389462,1.333
GRMZM2G173597,1.333
GRMZM2G530440,1.332
GRMZM2G094999,1.332
GRMZM2G145109,1.332
GRMZM2G318956,1.331
GRMZM2G051327,1.331
GRMZM2G068479,1.331
GRMZM2G168252,1.331
GRMZM2G009894,1.330
GRMZM2G111912,1.330
GRMZM2G108619,1.330
GRMZM2G081585,1.330
GRMZM2G426802,1.330
GRMZM2G415327,1.330
GRMZM2G029382,1.330
GRMZM2G126745,1.329
GRMZM2G149681,1.329
GRMZM2G032505,1.329
GRMZM2G428740,1.329
GRMZM2G109787,1.328
GRMZM2G001889,1.328
GRMZM2G155931,1.328
GRMZM2G082564,1.328
GRMZM2G458888,1.328
GRMZM2G058158,1.327
GRMZM2G468693,1.327
GRMZM2G358667,1.327
GRMZM2G166162,1.327
GRMZM2G131487,1.327
GRMZM2G064679,1.327
GRMZM2G092327,1.326
GRMZM2G047265,1.326
GRMZM2G025031,1.326
GRMZM2G420715,1.325
GRMZM2G444808,1.325
GRMZM2G377615,1.324
GRMZM2G115152,1.324
AC184169.3_FG001,1.324
GRMZM2G180951,1.324
GRMZM2G018697,1.324
GRMZM2G048582,1.323
GRMZM2G143246,1.323
GRMZM2G448456,1.323
GRMZM5G879882,1.323
GRMZM2G372475,1.322
GRMZM2G179693,1.322
GRMZM2G007981,1.322
GRMZM2G456114,1.322
GRMZM2G138053,1.322
GRMZM2G140669,1.322
GRMZM2G034794,1.322
GRMZM2G014106,1.322
GRMZM2G102075,1.321
GRMZM2G149946,1.321
GRMZM2G135940,1.321
GRMZM2G061620,1.320
GRMZM2G116514,1.319
GRMZM2G164352,1.319
GRMZM6G007923,1.318
GRMZM2G395771,1.318
GRMZM2G416535,1.318
GRMZM2G153292,1.318
GRMZM5G805627,1.318
GRMZM2G130425,1.317
GRMZM2G082199,1.317
GRMZM2G051114,1.317
GRMZM2G066165,1.316
GRMZM5G805526,1.316
GRMZM2G050583,1.316
GRMZM2G074320,1.316
GRMZM2G162968,1.316
GRMZM2G015881,1.315
GRMZM2G103236,1.315
GRMZM2G042295,1.315
GRMZM2G061695,1.315
GRMZM2G113781,1.314
GRMZM2G162295,1.314
GRMZM2G038032,1.314
GRMZM2G009703,1.314
GRMZM2G066153,1.314
GRMZM2G143591,1.314
AC197246.3_FG003,1.314
GRMZM2G009994,1.313
GRMZM2G012044,1.312
GRMZM2G049536,1.312
GRMZM2G480171,1.312
GRMZM2G177974,1.312
GRMZM2G034183,1.312
GRMZM2G389233,1.312
GRMZM2G098784,1.311
GRMZM2G081013,1.311
GRMZM2G017525,1.311
GRMZM2G033926,1.310
GRMZM2G159632,1.310
AC233966.1_FG001,1.310
GRMZM2G161418,1.310
GRMZM2G107362,1.309
GRMZM2G036543,1.309
GRMZM2G045714,1.309
GRMZM5G892645,1.309
GRMZM2G074956,1.309
GRMZM2G079477,1.309
GRMZM2G026311,1.308
GRMZM2G357399,1.308
GRMZM2G049895,1.308
GRMZM2G107163,1.307
GRMZM2G176677,1.307
GRMZM2G467059,1.307
GRMZM2G117632,1.307
GRMZM2G034342,1.307
GRMZM2G061624,1.307
GRMZM5G805026,1.306
GRMZM2G104047,1.306
GRMZM2G089317,1.306
AC199526.5_FG002,1.306
GRMZM2G000404,1.306
GRMZM2G003979,1.306
GRMZM2G019812,1.306
GRMZM6G735128,1.305
GRMZM2G306771,1.305
GRMZM2G127350,1.305
GRMZM2G096303,1.305
GRMZM2G177842,1.304
GRMZM2G049364,1.304
GRMZM2G110932,1.304
GRMZM2G176117,1.304
GRMZM5G835810,1.304
GRMZM2G152908,1.304
GRMZM2G121456,1.304
GRMZM2G133624,1.303
GRMZM2G153152,1.302
GRMZM2G002499,1.302
GRMZM2G115981,1.302
GRMZM2G138976,1.302
GRMZM2G090619,1.302
GRMZM2G177539,1.302
GRMZM2G386923,1.301
GRMZM2G022651,1.301
GRMZM2G020142,1.301
GRMZM2G139760,1.300
GRMZM2G174568,1.300
GRMZM2G056632,1.300
GRMZM2G082962,1.299
GRMZM2G157580,1.299
GRMZM2G139643,1.299
GRMZM2G005459,1.299
GRMZM2G410764,1.298
GRMZM2G069694,1.298
GRMZM2G074373,1.298
GRMZM5G855894,1.298
GRMZM2G180452,1.298
GRMZM2G115901,1.298
GRMZM2G070515,1.297
GRMZM2G168976,1.297
GRMZM2G172021,1.297
GRMZM2G006707,1.297
GRMZM2G418515,1.297
GRMZM2G010037,1.297
GRMZM2G373914,1.296
GRMZM2G321753,1.296
GRMZM2G134183,1.296
GRMZM2G081668,1.296
GRMZM2G125300,1.295
GRMZM2G118467,1.295
GRMZM2G174667,1.295
GRMZM2G057283,1.295
GRMZM2G004090,1.295
GRMZM2G103546,1.295
GRMZM5G846719,1.295
GRMZM2G162702,1.294
GRMZM5G859195,1.294
GRMZM2G005938,1.294
AC205730.3_FG002,1.294
GRMZM2G007659,1.294
GRMZM2G308570,1.293
GRMZM2G087850,1.293
GRMZM2G057698,1.293
GRMZM2G011622,1.293
GRMZM2G168281,1.292
GRMZM2G002976,1.292
GRMZM2G129428,1.292
GRMZM2G180625,1.292
GRMZM2G323309,1.291
GRMZM2G181192,1.291
GRMZM2G104833,1.291
GRMZM2G058966,1.291
GRMZM2G342386,1.291
GRMZM2G401501,1.291
GRMZM2G143210,1.290
GRMZM2G403576,1.290
GRMZM2G090487,1.290
GRMZM2G070807,1.290
GRMZM5G854930,1.289
GRMZM2G129597,1.289
GRMZM2G134517,1.289
GRMZM2G702426,1.289
GRMZM2G314661,1.289
GRMZM2G045544,1.289
GRMZM2G105167,1.289
GRMZM5G856966,1.289
GRMZM5G892774,1.288
GRMZM2G057065,1.288
GRMZM2G077317,1.288
GRMZM2G145226,1.288
GRMZM2G147377,1.287
GRMZM2G459746,1.287
GRMZM2G084521,1.287
GRMZM2G031107,1.286
GRMZM2G002034,1.286
GRMZM2G070633,1.286
GRMZM2G408703,1.286
GRMZM2G104070,1.286
GRMZM2G702229,1.286
GRMZM2G059432,1.286
GRMZM2G119248,1.286
GRMZM2G147191,1.285
AC196475.3_FG005,1.285
GRMZM2G087068,1.285
GRMZM2G156459,1.285
GRMZM2G329885,1.285
GRMZM2G134738,1.285
GRMZM2G028218,1.285
GRMZM2G065641,1.284
GRMZM2G146518,1.284
GRMZM2G055116,1.284
GRMZM2G028852,1.283
GRMZM2G155323,1.283
GRMZM2G076688,1.283
GRMZM2G056373,1.282
GRMZM2G010046,1.282
GRMZM2G162316,1.282
GRMZM2G107457,1.282
GRMZM2G026742,1.282
GRMZM2G173030,1.281
GRMZM2G079196,1.281
GRMZM2G003520,1.281
GRMZM2G157598,1.281
GRMZM2G123900,1.281
GRMZM2G474229,1.281
GRMZM2G055125,1.281
GRMZM2G104377,1.281
GRMZM2G005126,1.280
GRMZM2G404043,1.280
GRMZM2G171707,1.280
GRMZM2G132913,1.280
GRMZM2G173035,1.280
GRMZM2G125585,1.279
GRMZM2G457544,1.279
GRMZM2G027571,1.279
GRMZM2G046472,1.279
GRMZM2G378872,1.279
GRMZM2G321810,1.278
GRMZM2G098496,1.278
GRMZM2G124079,1.277
GRMZM2G069630,1.277
GRMZM2G062585,1.277
GRMZM2G524711,1.277
GRMZM2G458549,1.277
GRMZM2G115841,1.277
GRMZM2G156016,1.277
GRMZM2G055844,1.276
GRMZM2G168858,1.276
GRMZM2G148892,1.276
GRMZM2G301194,1.276
GRMZM2G096123,1.276
GRMZM2G158304,1.276
GRMZM2G366688,1.275
GRMZM2G140612,1.275
GRMZM2G403003,1.275
GRMZM2G169914,1.274
GRMZM2G066041,1.274
GRMZM2G465685,1.274
GRMZM2G089285,1.273
GRMZM2G092895,1.273
GRMZM2G054870,1.272
GRMZM2G003307,1.272
GRMZM2G042195,1.271
GRMZM2G164868,1.271
GRMZM2G138907,1.271
GRMZM2G173647,1.271
GRMZM2G061135,1.271
GRMZM2G126371,1.271
GRMZM2G033644,1.270
GRMZM2G104133,1.270
GRMZM2G123732,1.270
GRMZM2G335280,1.270
GRMZM2G468682,1.270
GRMZM5G825609,1.269
GRMZM2G126839,1.269
GRMZM2G092198,1.269
GRMZM2G028139,1.269
GRMZM2G031398,1.268
GRMZM2G022065,1.268
GRMZM2G041885,1.268
GRMZM2G155015,1.268
