genes,SLB
GRMZM2G019689,1.694
GRMZM2G443509,1.694
GRMZM2G069503,1.694
GRMZM2G099696,1.694
GRMZM2G464818,1.694
GRMZM2G045330,1.693
GRMZM2G055785,1.692
AC190636.3_FG005,1.692
GRMZM2G423972,1.692
GRMZM2G008327,1.692
GRMZM2G150984,1.692
GRMZM6G399977,1.692
GRMZM2G381822,1.692
GRMZM2G104649,1.692
GRMZM2G045294,1.692
GRMZM2G075019,1.692
GRMZM2G050925,1.691
GRMZM2G176382,1.691
GRMZM2G166855,1.690
GRMZM2G101687,1.690
GRMZM2G168760,1.689
GRMZM2G145029,1.689
GRMZM2G040033,1.689
GRMZM2G343218,1.689
GRMZM2G173700,1.688
GRMZM2G422649,1.688
GRMZM2G056075,1.688
GRMZM2G024834,1.688
GRMZM2G144071,1.688
GRMZM2G132780,1.688
GRMZM2G024647,1.687
GRMZM2G096920,1.687
GRMZM2G023988,1.687
GRMZM2G060947,1.687
GRMZM2G029478,1.687
GRMZM2G051764,1.686
GRMZM2G034372,1.686
GRMZM2G001265,1.686
GRMZM2G047310,1.686
GRMZM2G164580,1.686
GRMZM2G150383,1.686
GRMZM2G132468,1.685
AC234154.1_FG007,1.685
GRMZM5G876003,1.685
GRMZM2G085747,1.685
GRMZM2G077079,1.685
GRMZM2G018950,1.685
GRMZM2G051055,1.684
GRMZM2G124911,1.684
GRMZM2G140811,1.684
GRMZM5G821346,1.684
GRMZM2G416184,1.684
GRMZM2G304638,1.684
GRMZM2G158568,1.684
GRMZM2G049288,1.684
GRMZM2G055219,1.683
GRMZM2G071659,1.683
GRMZM2G144716,1.683
GRMZM2G015344,1.683
GRMZM2G044963,1.683
GRMZM2G118369,1.682
GRMZM2G151230,1.682
GRMZM2G386608,1.682
GRMZM2G107696,1.681
GRMZM5G833389,1.681
GRMZM2G141185,1.681
GRMZM2G015906,1.681
GRMZM2G181002,1.681
GRMZM2G016878,1.680
GRMZM2G160958,1.679
GRMZM2G067853,1.679
GRMZM2G003642,1.679
GRMZM2G053531,1.678
GRMZM2G055970,1.677
GRMZM2G042598,1.677
GRMZM2G025646,1.677
GRMZM2G412911,1.676
GRMZM2G312944,1.676
GRMZM2G149286,1.676
GRMZM2G052142,1.675
GRMZM2G382632,1.675
GRMZM2G082205,1.675
GRMZM2G020196,1.674
GRMZM2G015005,1.674
GRMZM2G148744,1.674
GRMZM5G837822,1.674
GRMZM2G040017,1.674
GRMZM2G097190,1.673
GRMZM2G037280,1.673
GRMZM2G023836,1.673
GRMZM2G103544,1.673
GRMZM2G075655,1.672
GRMZM2G087196,1.671
GRMZM2G162230,1.671
GRMZM2G099528,1.671
GRMZM2G100043,1.670
GRMZM2G362745,1.670
GRMZM2G151434,1.670
GRMZM2G146041,1.670
GRMZM2G052200,1.670
GRMZM2G122615,1.670
GRMZM2G176225,1.670
GRMZM2G113202,1.670
GRMZM5G840560,1.670
GRMZM2G131152,1.669
GRMZM2G033199,1.668
GRMZM2G068665,1.668
GRMZM2G002656,1.668
GRMZM2G101515,1.667
GRMZM2G116592,1.667
GRMZM2G012734,1.667
GRMZM2G137495,1.667
AC233893.1_FG002,1.667
GRMZM2G179332,1.666
GRMZM2G007248,1.666
GRMZM2G013478,1.666
GRMZM2G056403,1.666
GRMZM2G051677,1.666
GRMZM2G042055,1.665
GRMZM2G079231,1.664
AC198481.3_FG004,1.664
GRMZM2G311051,1.664
GRMZM2G459874,1.664
GRMZM2G062576,1.664
GRMZM2G157102,1.663
GRMZM2G170760,1.663
GRMZM2G008058,1.663
GRMZM2G111015,1.662
GRMZM2G413069,1.662
GRMZM2G132465,1.662
GRMZM2G352281,1.662
GRMZM2G011068,1.662
GRMZM2G120816,1.662
GRMZM2G016844,1.662
GRMZM2G338161,1.661
GRMZM2G000540,1.661
GRMZM2G121022,1.660
GRMZM2G456123,1.660
GRMZM2G053610,1.660
GRMZM2G095595,1.660
GRMZM2G180988,1.660
GRMZM2G087323,1.660
GRMZM2G124718,1.659
GRMZM2G161728,1.659
GRMZM2G141941,1.659
GRMZM2G162670,1.659
GRMZM2G082174,1.659
GRMZM2G092945,1.659
GRMZM2G150024,1.659
GRMZM2G064330,1.658
GRMZM2G345687,1.658
AC217887.3_FG004,1.658
GRMZM2G014313,1.657
GRMZM2G310069,1.657
GRMZM2G052266,1.657
GRMZM2G435373,1.657
GRMZM2G093441,1.657
GRMZM2G379286,1.657
GRMZM2G017329,1.657
GRMZM2G113655,1.656
GRMZM2G007185,1.656
GRMZM2G422205,1.656
GRMZM2G157605,1.655
GRMZM2G364977,1.655
GRMZM5G873015,1.655
GRMZM2G029506,1.655
GRMZM2G094541,1.655
GRMZM2G119749,1.655
GRMZM2G432566,1.654
GRMZM2G125239,1.654
GRMZM2G047951,1.654
GRMZM2G165383,1.654
GRMZM2G027431,1.653
GRMZM2G015861,1.653
GRMZM2G082502,1.653
GRMZM2G043783,1.652
GRMZM2G053126,1.652
GRMZM2G050842,1.652
GRMZM2G019783,1.651
GRMZM2G089355,1.651
GRMZM5G896568,1.651
GRMZM2G315594,1.651
GRMZM2G003970,1.651
GRMZM2G324540,1.651
GRMZM2G015596,1.650
GRMZM2G050484,1.650
GRMZM2G002699,1.650
GRMZM2G139691,1.650
GRMZM2G156638,1.650
GRMZM2G315769,1.650
GRMZM2G058292,1.649
GRMZM2G020081,1.649
GRMZM2G173641,1.648
GRMZM2G093451,1.648
GRMZM2G088689,1.648
GRMZM2G478621,1.647
GRMZM2G067910,1.647
GRMZM2G037823,1.647
GRMZM2G101698,1.646
GRMZM2G362306,1.646
GRMZM2G469839,1.645
GRMZM2G094497,1.645
GRMZM5G857379,1.645
GRMZM2G078022,1.645
GRMZM5G885285,1.645
GRMZM2G031545,1.645
GRMZM2G473138,1.645
GRMZM2G033829,1.645
GRMZM2G098153,1.645
GRMZM2G055331,1.644
GRMZM2G025154,1.644
GRMZM2G376595,1.643
GRMZM2G116908,1.643
AC203570.4_FG005,1.642
GRMZM2G176995,1.642
GRMZM2G105004,1.642
GRMZM2G155565,1.642
GRMZM2G102829,1.642
GRMZM2G379005,1.642
GRMZM2G172529,1.642
GRMZM2G012399,1.642
GRMZM2G093789,1.642
GRMZM2G143480,1.642
AC231747.1_FG001,1.641
GRMZM2G074589,1.641
GRMZM2G146750,1.641
GRMZM2G005526,1.641
GRMZM2G003064,1.641
GRMZM2G155561,1.640
GRMZM2G169642,1.640
GRMZM2G382341,1.640
GRMZM2G016875,1.639
GRMZM2G388915,1.639
GRMZM5G811223,1.638
GRMZM2G340749,1.638
GRMZM2G124143,1.638
GRMZM2G101874,1.637
GRMZM2G449355,1.637
GRMZM2G031837,1.637
GRMZM2G020574,1.637
GRMZM2G017804,1.636
GRMZM2G132804,1.636
GRMZM2G081782,1.635
GRMZM2G012932,1.635
GRMZM2G105855,1.634
GRMZM2G121785,1.634
GRMZM2G114322,1.634
GRMZM2G126664,1.634
GRMZM2G347043,1.634
GRMZM2G015219,1.634
GRMZM2G037379,1.634
GRMZM2G459715,1.633
GRMZM2G028183,1.633
GRMZM2G458159,1.633
GRMZM2G158734,1.633
GRMZM2G097277,1.633
GRMZM2G016323,1.632
GRMZM2G050027,1.632
GRMZM2G357455,1.632
GRMZM2G433117,1.632
GRMZM2G406651,1.632
GRMZM2G028648,1.632
GRMZM2G145128,1.632
GRMZM2G132655,1.631
GRMZM2G103152,1.631
GRMZM2G163813,1.631
GRMZM2G404551,1.631
GRMZM2G050309,1.631
GRMZM2G025579,1.630
GRMZM2G047564,1.630
GRMZM2G012031,1.630
GRMZM5G808775,1.630
GRMZM2G433959,1.629
GRMZM2G123503,1.629
GRMZM5G857641,1.629
GRMZM2G051894,1.629
GRMZM2G075683,1.629
GRMZM2G161507,1.629
GRMZM2G077673,1.628
GRMZM2G047376,1.628
GRMZM2G083453,1.627
GRMZM2G078941,1.627
GRMZM2G136486,1.627
GRMZM2G053631,1.627
GRMZM2G086648,1.627
GRMZM2G455171,1.627
GRMZM2G156027,1.627
GRMZM2G331811,1.627
GRMZM2G099253,1.627
GRMZM2G399750,1.626
GRMZM2G053047,1.626
GRMZM2G148773,1.626
GRMZM2G001451,1.626
GRMZM2G454039,1.625
GRMZM2G004397,1.625
GRMZM2G084739,1.625
GRMZM2G065388,1.625
GRMZM2G091696,1.625
GRMZM2G131249,1.625
GRMZM5G847530,1.624
GRMZM2G032759,1.623
GRMZM5G832108,1.623
GRMZM2G307720,1.622
GRMZM2G398628,1.622
GRMZM2G023275,1.621
GRMZM2G095265,1.621
GRMZM2G106574,1.621
AC177936.6_FG008,1.620
GRMZM2G163561,1.620
GRMZM2G141510,1.620
GRMZM2G180811,1.620
GRMZM2G136830,1.620
GRMZM2G320140,1.620
GRMZM2G369939,1.620
GRMZM2G067964,1.619
GRMZM2G088413,1.619
GRMZM2G021194,1.619
GRMZM2G043461,1.618
GRMZM2G130389,1.618
GRMZM2G451792,1.618
GRMZM2G172800,1.618
AC233979.1_FG010,1.617
GRMZM2G145720,1.617
GRMZM2G170412,1.617
GRMZM2G116190,1.617
GRMZM2G016930,1.616
AC208440.3_FG003,1.616
GRMZM2G158403,1.616
GRMZM2G114098,1.616
GRMZM2G012416,1.616
GRMZM2G322819,1.615
GRMZM2G040164,1.615
GRMZM2G161337,1.615
GRMZM2G350918,1.614
GRMZM2G175563,1.614
GRMZM2G107571,1.614
AC155622.2_FG001,1.614
GRMZM5G895991,1.614
GRMZM2G153274,1.614
GRMZM2G157177,1.613
GRMZM2G042639,1.613
GRMZM2G020775,1.612
GRMZM2G079257,1.612
GRMZM2G045716,1.611
GRMZM2G166032,1.611
GRMZM2G136369,1.611
GRMZM5G870752,1.611
GRMZM2G390876,1.610
GRMZM2G060138,1.610
GRMZM2G064732,1.610
GRMZM2G080722,1.610
GRMZM2G119273,1.610
GRMZM2G055217,1.610
GRMZM2G000510,1.610
GRMZM6G815941,1.609
GRMZM2G056916,1.609
GRMZM2G140160,1.609
GRMZM2G093065,1.609
GRMZM2G033478,1.608
GRMZM2G156035,1.608
GRMZM2G452523,1.608
AC205982.3_FG014,1.608
GRMZM2G085086,1.608
GRMZM2G016819,1.608
GRMZM2G312712,1.608
GRMZM2G079468,1.607
GRMZM5G865999,1.607
GRMZM2G059703,1.606
GRMZM2G154890,1.605
GRMZM2G118743,1.605
GRMZM2G025470,1.605
GRMZM2G072337,1.605
GRMZM2G386261,1.605
GRMZM2G162798,1.604
GRMZM2G039797,1.604
GRMZM2G160887,1.604
GRMZM2G157034,1.604
GRMZM2G078754,1.604
GRMZM2G010363,1.604
GRMZM2G367234,1.603
GRMZM2G112366,1.603
GRMZM2G179220,1.602
AC233901.1_FG004,1.602
GRMZM2G160853,1.602
GRMZM2G331154,1.601
GRMZM5G866100,1.601
GRMZM2G150841,1.601
GRMZM2G059825,1.601
GRMZM2G041518,1.601
AC194970.5_FG005,1.601
GRMZM2G015854,1.601
GRMZM2G159948,1.601
GRMZM2G010052,1.601
GRMZM2G023983,1.601
GRMZM2G059985,1.601
GRMZM2G161610,1.601
GRMZM2G126290,1.600
GRMZM2G133621,1.600
GRMZM5G853479,1.599
GRMZM2G143462,1.599
GRMZM2G063754,1.599
GRMZM2G154087,1.599
GRMZM5G855337,1.599
GRMZM2G110185,1.598
GRMZM2G010348,1.598
GRMZM2G156283,1.598
GRMZM2G134329,1.597
GRMZM2G052515,1.597
GRMZM2G017426,1.597
GRMZM2G100707,1.597
GRMZM2G160801,1.597
GRMZM2G063342,1.596
GRMZM2G012964,1.596
GRMZM2G166931,1.596
GRMZM2G018241,1.596
GRMZM2G048843,1.596
GRMZM2G106336,1.596
GRMZM2G081474,1.595
AC194970.5_FG004,1.595
GRMZM2G129987,1.595
GRMZM2G153383,1.595
GRMZM2G026804,1.595
GRMZM2G001895,1.594
GRMZM2G088793,1.594
GRMZM6G929553,1.594
GRMZM2G030167,1.594
GRMZM2G122148,1.594
GRMZM2G019501,1.594
GRMZM2G447195,1.594
GRMZM2G122199,1.593
GRMZM2G001334,1.593
GRMZM2G135588,1.593
GRMZM2G432653,1.592
GRMZM2G006477,1.592
GRMZM2G072240,1.592
GRMZM2G172621,1.591
GRMZM5G836610,1.591
GRMZM2G039746,1.591
GRMZM2G380341,1.591
GRMZM2G178227,1.591
GRMZM2G080499,1.589
GRMZM2G328961,1.589
GRMZM2G154229,1.589
GRMZM2G045507,1.589
GRMZM2G163888,1.589
GRMZM2G105940,1.588
GRMZM2G163769,1.588
GRMZM2G063340,1.588
GRMZM5G816356,1.587
GRMZM2G112598,1.587
GRMZM2G003028,1.586
GRMZM2G007385,1.586
GRMZM2G079031,1.586
GRMZM2G014329,1.586
GRMZM2G409093,1.586
GRMZM2G135027,1.585
GRMZM2G019200,1.584
GRMZM2G380184,1.584
GRMZM2G039895,1.584
GRMZM2G056598,1.584
GRMZM2G381386,1.583
GRMZM2G085176,1.583
GRMZM2G016457,1.583
GRMZM2G411786,1.583
GRMZM2G073788,1.583
GRMZM2G453424,1.583
GRMZM2G066996,1.583
GRMZM2G146490,1.583
GRMZM2G032807,1.583
GRMZM2G172512,1.582
GRMZM2G390160,1.582
GRMZM2G038313,1.582
GRMZM2G005036,1.582
GRMZM2G111214,1.582
GRMZM2G025451,1.581
GRMZM2G088487,1.581
GRMZM2G084489,1.581
GRMZM2G012601,1.581
GRMZM2G118453,1.581
GRMZM2G105772,1.581
GRMZM2G322361,1.581
GRMZM2G035325,1.580
GRMZM2G467528,1.580
GRMZM2G013607,1.580
GRMZM2G446201,1.579
GRMZM2G054559,1.579
GRMZM2G116053,1.579
GRMZM2G325350,1.579
AC217842.3_FG001,1.579
GRMZM2G443560,1.577
GRMZM2G053500,1.577
GRMZM5G892879,1.577
GRMZM2G318346,1.577
GRMZM2G126956,1.577
GRMZM2G375904,1.577
GRMZM2G078416,1.577
GRMZM2G472780,1.577
GRMZM6G437417,1.577
GRMZM2G010937,1.576
GRMZM2G026991,1.576
GRMZM2G120517,1.576
GRMZM2G350819,1.575
GRMZM2G053140,1.575
GRMZM2G108767,1.575
GRMZM2G115633,1.574
GRMZM2G135763,1.574
GRMZM2G140594,1.574
GRMZM5G839014,1.574
GRMZM5G815165,1.574
GRMZM2G094090,1.574
GRMZM2G394212,1.573
GRMZM2G037334,1.573
GRMZM2G142597,1.573
GRMZM2G355679,1.573
GRMZM2G363470,1.573
GRMZM2G005052,1.572
GRMZM2G350447,1.572
GRMZM2G042442,1.572
GRMZM2G393762,1.572
GRMZM2G306727,1.572
GRMZM2G092433,1.572
GRMZM2G123314,1.572
GRMZM2G153945,1.571
GRMZM2G092759,1.571
GRMZM2G121404,1.571
GRMZM2G065154,1.571
GRMZM2G126795,1.571
GRMZM2G049613,1.570
GRMZM2G091433,1.570
GRMZM2G057329,1.569
GRMZM2G053273,1.569
GRMZM2G113351,1.569
GRMZM2G055768,1.569
GRMZM2G033630,1.569
GRMZM2G006246,1.568
GRMZM2G542497,1.568
GRMZM2G020676,1.568
GRMZM2G169615,1.568
GRMZM2G083427,1.568
GRMZM2G065210,1.568
GRMZM5G867882,1.567
GRMZM5G877925,1.567
GRMZM2G087233,1.567
GRMZM2G134903,1.565
GRMZM2G124151,1.565
GRMZM2G113409,1.564
GRMZM2G097289,1.564
GRMZM2G392037,1.563
GRMZM2G147603,1.562
GRMZM2G063163,1.562
GRMZM2G117022,1.562
GRMZM2G419305,1.562
GRMZM2G165137,1.562
GRMZM5G847615,1.562
GRMZM2G399901,1.561
GRMZM2G153434,1.561
GRMZM2G107645,1.561
GRMZM2G074489,1.561
GRMZM5G815009,1.560
GRMZM2G019434,1.560
GRMZM2G103452,1.559
GRMZM5G875655,1.559
GRMZM2G053503,1.559
GRMZM2G114584,1.559
GRMZM2G130864,1.559
GRMZM2G146234,1.559
GRMZM2G173341,1.558
GRMZM2G126827,1.558
GRMZM2G152984,1.557
GRMZM2G178371,1.557
GRMZM2G179351,1.557
GRMZM2G143071,1.556
GRMZM2G087612,1.556
GRMZM2G085301,1.556
GRMZM2G002898,1.556
GRMZM2G041770,1.556
GRMZM2G081102,1.556
GRMZM2G053946,1.556
GRMZM2G109881,1.555
GRMZM2G031156,1.555
GRMZM2G152057,1.555
GRMZM2G164018,1.555
GRMZM5G856943,1.555
GRMZM5G801369,1.555
GRMZM2G120661,1.554
GRMZM2G100579,1.554
GRMZM2G179941,1.553
GRMZM2G110198,1.553
GRMZM2G101264,1.553
GRMZM2G384972,1.553
GRMZM2G113158,1.553
GRMZM2G141084,1.553
GRMZM2G109472,1.553
GRMZM5G864166,1.553
GRMZM2G049641,1.552
GRMZM2G000114,1.552
GRMZM2G046011,1.552
GRMZM2G043310,1.552
GRMZM2G338454,1.552
GRMZM2G149175,1.552
GRMZM2G113408,1.552
GRMZM2G344453,1.552
GRMZM2G429840,1.552
GRMZM2G039600,1.552
GRMZM2G127115,1.551
GRMZM2G006672,1.551
GRMZM2G030529,1.551
GRMZM2G007555,1.551
GRMZM5G809361,1.551
GRMZM2G045503,1.550
GRMZM2G117642,1.550
GRMZM2G035008,1.550
GRMZM2G096944,1.550
GRMZM2G057158,1.550
GRMZM2G324462,1.549
GRMZM2G075628,1.549
GRMZM2G120271,1.548
GRMZM2G111510,1.548
GRMZM2G125342,1.548
GRMZM2G061283,1.547
GRMZM2G337749,1.547
GRMZM2G044383,1.547
GRMZM2G010044,1.546
GRMZM2G053261,1.546
GRMZM2G030312,1.546
GRMZM2G099593,1.546
GRMZM2G054969,1.545
GRMZM2G116196,1.545
GRMZM2G063676,1.545
GRMZM2G069025,1.545
GRMZM2G125812,1.545
GRMZM2G114772,1.545
GRMZM2G031435,1.544
GRMZM2G118731,1.544
GRMZM2G162954,1.544
GRMZM2G070588,1.544
GRMZM5G877985,1.543
GRMZM5G829955,1.543
GRMZM2G410393,1.543
GRMZM2G041876,1.543
GRMZM2G129817,1.543
GRMZM2G044527,1.542
GRMZM2G131280,1.542
GRMZM2G096764,1.542
GRMZM6G445841,1.542
GRMZM2G057623,1.541
GRMZM2G157132,1.541
GRMZM2G027932,1.541
GRMZM2G055025,1.541
GRMZM2G019144,1.540
GRMZM2G082087,1.540
GRMZM2G051792,1.540
GRMZM2G035430,1.540
GRMZM2G175253,1.540
GRMZM2G024730,1.540
GRMZM2G075992,1.540
GRMZM2G136508,1.540
GRMZM2G461936,1.539
GRMZM5G858310,1.539
GRMZM2G147402,1.539
GRMZM2G462417,1.539
GRMZM2G139973,1.538
GRMZM2G046932,1.538
GRMZM2G058573,1.538
GRMZM2G102811,1.538
GRMZM2G096261,1.538
GRMZM2G029039,1.537
GRMZM5G862799,1.537
GRMZM2G104045,1.537
GRMZM2G043737,1.537
GRMZM2G119921,1.536
GRMZM2G171328,1.536
GRMZM2G140721,1.536
GRMZM2G061495,1.535
GRMZM5G812144,1.535
GRMZM2G033352,1.535
GRMZM2G131597,1.535
GRMZM2G115182,1.534
GRMZM2G701297,1.534
GRMZM2G102548,1.533
GRMZM2G318992,1.533
GRMZM2G158629,1.533
GRMZM2G098420,1.533
GRMZM2G306216,1.533
GRMZM2G151249,1.533
GRMZM2G141026,1.533
GRMZM2G106137,1.533
GRMZM2G162175,1.533
GRMZM2G330907,1.533
GRMZM2G038183,1.532
GRMZM2G069370,1.532
GRMZM2G057475,1.532
GRMZM2G130927,1.532
GRMZM2G024592,1.532
GRMZM2G173682,1.532
GRMZM2G102657,1.532
GRMZM2G374065,1.532
GRMZM5G843302,1.531
GRMZM2G458665,1.531
GRMZM2G112925,1.531
GRMZM2G161009,1.531
GRMZM2G029242,1.531
GRMZM2G303007,1.531
GRMZM2G138178,1.530
GRMZM2G166537,1.530
GRMZM2G322618,1.530
GRMZM2G164854,1.530
GRMZM2G084134,1.530
GRMZM2G102560,1.530
GRMZM2G030805,1.529
GRMZM2G056975,1.529
GRMZM2G111208,1.529
GRMZM2G055880,1.529
GRMZM5G839592,1.529
GRMZM2G392700,1.528
GRMZM2G060949,1.528
GRMZM2G095094,1.528
GRMZM2G114850,1.528
GRMZM2G060257,1.528
GRMZM2G091632,1.528
GRMZM2G328988,1.527
GRMZM2G117627,1.527
GRMZM2G003755,1.527
GRMZM2G364901,1.527
GRMZM2G096491,1.527
AC185300.4_FG002,1.527
GRMZM2G703415,1.527
GRMZM2G055172,1.527
GRMZM2G391596,1.526
GRMZM2G169929,1.526
GRMZM2G125294,1.526
GRMZM2G701566,1.526
GRMZM2G050467,1.526
GRMZM2G134393,1.525
GRMZM2G077863,1.525
GRMZM2G057006,1.525
GRMZM2G110004,1.525
GRMZM2G072861,1.525
GRMZM2G093157,1.524
GRMZM2G064962,1.524
GRMZM2G112240,1.524
GRMZM2G157317,1.524
GRMZM2G136700,1.523
GRMZM2G153899,1.523
GRMZM2G173978,1.523
GRMZM2G350319,1.522
GRMZM2G122479,1.522
GRMZM2G066749,1.522
GRMZM2G001444,1.522
GRMZM2G147891,1.522
GRMZM2G069099,1.522
GRMZM2G000749,1.521
GRMZM2G144109,1.521
GRMZM2G075488,1.521
GRMZM2G375113,1.521
GRMZM2G005308,1.521
GRMZM2G091449,1.520
GRMZM5G852704,1.520
GRMZM2G429807,1.520
GRMZM2G149788,1.520
GRMZM2G057436,1.520
GRMZM2G080521,1.519
AC233910.1_FG004,1.519
GRMZM2G051626,1.519
GRMZM2G109624,1.519
GRMZM2G048324,1.519
GRMZM2G043878,1.519
GRMZM2G052129,1.518
GRMZM2G412470,1.518
GRMZM2G095695,1.518
GRMZM5G806108,1.518
GRMZM2G037378,1.518
GRMZM2G135909,1.518
GRMZM2G145104,1.517
GRMZM2G006178,1.517
GRMZM2G448282,1.517
GRMZM2G113629,1.516
GRMZM2G045421,1.516
GRMZM2G141948,1.516
AC191676.3_FG011,1.516
GRMZM2G150484,1.516
GRMZM2G031213,1.516
GRMZM2G102314,1.515
GRMZM2G023239,1.515
GRMZM2G088060,1.514
GRMZM2G429899,1.514
GRMZM2G325643,1.514
GRMZM2G143187,1.514
GRMZM2G146358,1.514
GRMZM2G078198,1.514
GRMZM2G147854,1.514
GRMZM2G053676,1.513
GRMZM2G054470,1.513
GRMZM5G876973,1.513
GRMZM2G024293,1.513
GRMZM2G004259,1.513
GRMZM2G321023,1.513
GRMZM2G047626,1.513
GRMZM5G860302,1.513
GRMZM2G016928,1.512
GRMZM2G051782,1.511
GRMZM2G058345,1.511
GRMZM2G169931,1.511
GRMZM2G039665,1.511
GRMZM2G161012,1.511
GRMZM2G443814,1.511
GRMZM2G383125,1.511
GRMZM2G046748,1.510
GRMZM2G132009,1.510
AC211357.4_FG004,1.510
GRMZM2G387076,1.510
GRMZM2G410623,1.510
GRMZM2G129781,1.509
GRMZM2G023335,1.509
GRMZM2G329029,1.509
AC187551.3_FG002,1.509
GRMZM2G051129,1.509
GRMZM5G890561,1.509
GRMZM2G448104,1.509
GRMZM2G051848,1.508
GRMZM2G047178,1.508
GRMZM2G124658,1.508
GRMZM2G044137,1.508
GRMZM2G092719,1.507
GRMZM2G166646,1.507
GRMZM2G115579,1.507
GRMZM2G404897,1.507
AC211737.3_FG012,1.507
GRMZM2G162353,1.507
GRMZM2G102692,1.507
GRMZM2G033619,1.507
GRMZM2G127510,1.506
GRMZM2G115975,1.506
GRMZM2G364369,1.506
GRMZM2G103896,1.506
GRMZM2G171664,1.506
GRMZM2G085921,1.505
GRMZM5G849971,1.505
GRMZM2G070885,1.505
GRMZM2G034069,1.505
GRMZM2G039373,1.505
GRMZM2G107309,1.504
GRMZM2G094959,1.504
GRMZM2G400135,1.504
GRMZM2G136599,1.504
GRMZM5G831712,1.504
GRMZM2G099820,1.503
GRMZM2G041831,1.503
GRMZM2G057618,1.503
GRMZM2G081486,1.503
GRMZM2G057853,1.503
GRMZM2G061885,1.502
GRMZM2G405575,1.502
GRMZM2G079832,1.502
GRMZM2G023652,1.502
GRMZM2G542994,1.502
GRMZM2G425398,1.502
GRMZM2G442244,1.502
GRMZM2G023204,1.501
GRMZM5G866861,1.501
GRMZM2G149865,1.501
GRMZM2G047894,1.501
GRMZM2G152781,1.501
GRMZM2G032564,1.501
GRMZM2G004207,1.501
GRMZM2G113163,1.501
GRMZM2G029583,1.500
GRMZM2G089854,1.500
GRMZM2G169184,1.500
GRMZM2G024260,1.500
GRMZM2G171595,1.499
GRMZM2G086489,1.499
GRMZM2G177151,1.499
GRMZM2G053574,1.499
GRMZM2G003734,1.498
GRMZM2G131939,1.498
GRMZM2G312110,1.498
GRMZM2G340279,1.497
GRMZM2G169571,1.497
GRMZM2G102521,1.497
GRMZM2G088539,1.497
GRMZM2G056388,1.497
GRMZM2G165963,1.496
GRMZM2G088843,1.496
GRMZM2G306028,1.496
GRMZM2G386998,1.496
GRMZM2G160925,1.496
GRMZM2G010960,1.495
GRMZM2G366795,1.495
GRMZM2G176274,1.495
GRMZM2G014397,1.495
GRMZM2G017815,1.495
GRMZM2G127050,1.495
GRMZM2G010836,1.495
GRMZM2G113790,1.495
GRMZM2G442195,1.495
GRMZM2G077299,1.494
GRMZM2G458548,1.494
GRMZM2G126988,1.494
AC197783.3_FG005,1.494
GRMZM2G169773,1.494
GRMZM2G041697,1.493
GRMZM2G371890,1.493
GRMZM2G002786,1.493
GRMZM5G885644,1.492
GRMZM2G418604,1.492
GRMZM2G005486,1.492
GRMZM2G019596,1.492
GRMZM2G074787,1.492
GRMZM2G460012,1.492
GRMZM2G079471,1.491
GRMZM2G571844,1.491
GRMZM2G316665,1.491
GRMZM2G146697,1.491
GRMZM2G119627,1.491
GRMZM2G092391,1.491
GRMZM2G165619,1.491
GRMZM2G493395,1.490
GRMZM2G368206,1.490
GRMZM2G074102,1.490
GRMZM2G052476,1.489
GRMZM2G377686,1.489
GRMZM2G072853,1.489
GRMZM2G019838,1.489
GRMZM2G069603,1.489
GRMZM2G106600,1.489
GRMZM2G062953,1.489
GRMZM2G083411,1.488
GRMZM2G079226,1.488
GRMZM2G112242,1.488
GRMZM5G830776,1.488
GRMZM2G417843,1.488
GRMZM2G021331,1.488
AC234154.1_FG008,1.488
GRMZM2G143568,1.487
GRMZM2G043980,1.487
GRMZM2G125513,1.487
GRMZM2G038401,1.487
GRMZM2G007922,1.486
AC214635.3_FG002,1.486
GRMZM2G432801,1.486
GRMZM2G136058,1.486
GRMZM2G480364,1.485
GRMZM2G081016,1.485
GRMZM2G174644,1.485
GRMZM2G454306,1.485
GRMZM2G074971,1.484
GRMZM2G171111,1.484
GRMZM2G050218,1.484
GRMZM2G035068,1.484
GRMZM2G050939,1.484
GRMZM2G002617,1.484
GRMZM2G111247,1.484
GRMZM2G109175,1.484
GRMZM2G056773,1.484
GRMZM2G100431,1.483
GRMZM2G078143,1.483
GRMZM2G043501,1.483
GRMZM2G157925,1.483
GRMZM2G097929,1.483
GRMZM2G164265,1.482
GRMZM2G011636,1.482
GRMZM2G038667,1.482
GRMZM2G100511,1.482
GRMZM2G013652,1.481
GRMZM2G131727,1.481
GRMZM2G153212,1.481
GRMZM5G812738,1.481
GRMZM2G129007,1.481
GRMZM2G004188,1.481
GRMZM2G035150,1.480
GRMZM2G168115,1.480
GRMZM2G085438,1.480
GRMZM2G325131,1.480
GRMZM2G172376,1.480
GRMZM2G128315,1.480
GRMZM2G010551,1.479
GRMZM5G877077,1.479
GRMZM2G173763,1.479
GRMZM5G861959,1.479
GRMZM2G125653,1.478
GRMZM2G311003,1.478
GRMZM2G019991,1.478
GRMZM2G096946,1.478
GRMZM2G042870,1.478
AC150739.3_FG001,1.478
GRMZM2G435338,1.478
GRMZM2G176397,1.478
GRMZM2G418160,1.478
GRMZM2G105387,1.477
GRMZM2G100225,1.476
GRMZM2G393453,1.476
GRMZM5G874167,1.475
GRMZM2G178859,1.475
GRMZM5G851026,1.475
GRMZM2G165755,1.475
GRMZM2G362718,1.475
