GeneID,1H,4H,6H,24H
GRMZM2G119116,0,-0.670775131,-0.770419268,-0.679817655
GRMZM2G119150,0,6.129911348,7.136608396,6.452366231
GRMZM2G119168,2.52675996,1.747128842,1.843779113,2.26131894
GRMZM2G119175,0.657792904,1.272703311,1.373646718,0.943712267
GRMZM2G119186,0,-0.60301001,-1.062360927,-1.445903754
GRMZM2G119209,0,-2.613355668,-1.630704424,0
GRMZM2G119214,0,0,0,-0.962743059
GRMZM2G119249,0,-0.512618144,-0.576209463,-0.889075935
GRMZM2G119256,0,0.936266314,1.025411352,1.125014925
GRMZM2G119258,1.41870826,0,0,0
GRMZM2G119300,0,0.806958145,0.922671839,1.362318311
GRMZM2G119305,0,0,0,1.374389049
GRMZM2G119465,0,-2.099211545,-1.576937081,-1.454617025
GRMZM2G119468,1.743736978,1.009164974,0.794920736,0
GRMZM2G119471,0,-0.83506582,-1.140913406,-1.313935093
GRMZM2G119482,0,0,0.580066524,1.071584688
GRMZM2G119517,0.969674009,1.548221437,0.992672422,0
GRMZM2G119523,-0.9944873,-2.096260001,-1.46386959,-1.412997168
GRMZM2G119527,0,-1.523288857,-1.717574315,-1.592430949
GRMZM2G119583,0,0.99615261,1.178168563,0.768936801
GRMZM2G119623,0,-1.00830498,-1.017267599,-1.403754471
GRMZM2G119640,0,-0.710072124,-0.606845151,-0.725533232
GRMZM2G119642,-1.575920838,-1.351729098,-0.997680316,-1.086298431
GRMZM2G119691,0,-0.594608262,-0.752604254,-0.596407235
GRMZM2G119696,1.279495694,0,0,0
GRMZM2G119705,2.968772238,5.347276451,6.22373327,5.715648051
GRMZM2G119736,1.933491945,0,0,0
GRMZM2G119755,1.434698501,0,0,0
GRMZM2G119769,0,0,-0.930999138,-0.779135557
GRMZM2G119783,1.585826646,1.489002328,0,1.14163477
GRMZM2G119802,-1.532270999,-0.85202966,-0.609805475,0
GRMZM2G119894,2.190618505,1.295290885,1.313833938,1.010735745
GRMZM2G119906,0,0,-0.604789107,-0.655302353
GRMZM2G119941,0,0,-0.928927488,-1.655252614
GRMZM2G119970,1.954784832,2.391911844,2.619070896,2.119315909
GRMZM2G119975,3.515373945,2.881153737,3.035091066,1.878161593
GRMZM2G119999,0,0,-1.369358527,-1.426313094
GRMZM2G120001,0,0,0,0
GRMZM2G120069,-1.157656578,-0.804955122,-0.877983916,-1.359351928
GRMZM2G120151,1.679236657,2.06133844,1.732962846,1.071055418
GRMZM2G120163,0,0,1.6551982,1.792590268
GRMZM2G120167,0,-0.726823685,-0.937746655,-0.948335207
GRMZM2G120271,0,0,1.041733334,0
GRMZM2G120320,2.816723753,2.613134981,2.255746542,1.674175972
GRMZM2G120408,-1.289566017,0,-1.21282698,-1.329309255
GRMZM2G120517,0,0.901892533,1.055866447,1.588749449
GRMZM2G120539,4.249031637,2.063084411,1.45291979,1.973638553
GRMZM2G120563,0,-0.675006837,-0.809915831,-0.821049698
GRMZM2G120574,0,2.294467272,2.376068898,2.354493107
GRMZM2G120578,0,0.648808967,0.736267689,0.761781739
GRMZM2G120579,-1.076586412,-0.925622072,-0.620638915,0
GRMZM2G120587,0,-0.667205934,-1.353837018,-1.015528036
GRMZM2G120619,0,-1.997449252,-2.23518128,-3.081382757
GRMZM2G120876,0,0.933064973,1.0434563,1.147515018
GRMZM2G120918,0,-1.249546113,-1.307373374,-1.692094764
GRMZM2G120971,0,0,-0.827213956,-0.959976177
GRMZM2G121022,0,0.658256708,0.772445538,0.625363184
GRMZM2G121075,0.699274795,0.810626511,0.778753819,0
GRMZM2G121123,0,0,1.05779415,0
GRMZM2G121128,0,-0.492511764,-0.70041787,-0.711653953
GRMZM2G121151,0,0,-0.764833246,-1.052914733
GRMZM2G121200,0,0,0,-0.68462874
GRMZM2G121208,-0.598680667,-0.78966367,-0.781880359,-1.081745635
GRMZM2G121221,-0.848141788,-1.085462861,-1.243979357,-1.114867128
GRMZM2G121293,0,-1.215112724,-1.231983625,-1.386641047
GRMZM2G121312,0,0,0,-1.005381574
GRMZM2G121360,0,0,0.721959481,0.794305814
GRMZM2G121458,-1.732844354,-1.759525754,-1.354592856,-1.107409208
GRMZM2G121468,0.825802706,1.553779702,1.556751338,0.866437281
GRMZM2G121494,0,0,-1.433380955,-1.455109592
GRMZM2G121514,0,5.065950141,5.158125799,4.282309266
GRMZM2G121516,0,0,0,-0.776664472
GRMZM2G121565,1.152661244,1.162783249,1.236157839,1.405710868
GRMZM2G121573,0.987253137,2.021736147,0.973612519,1.980665903
GRMZM2G121649,0,-1.253130501,-0.809948278,0
GRMZM2G121683,1.261071806,1.379321087,1.579223284,1.254254479
GRMZM2G121700,0,-0.901147195,-1.176523897,-1.103313242
GRMZM2G121704,-1.178312849,-1.334882834,-1.182093948,-1.138120199
GRMZM2G121840,-0.619399123,-1.000780487,-0.938531712,-0.968813535
GRMZM2G121878,0,0,-1.695325605,-1.41890061
GRMZM2G121960,0,0,-0.761467874,-0.493098751
GRMZM2G122013,-0.983478606,-1.0708936,-0.980115709,-0.917950163
GRMZM2G122072,1.57349455,1.557397662,2.523718836,2.946708206
GRMZM2G122076,0,0,0,-0.707561964
GRMZM2G122126,0,1.482644585,1.822848816,1.399268628
GRMZM2G122135,0,0.703653363,0.876562541,0.787517178
GRMZM2G122139,0,-0.626620275,-0.69220619,-0.695410826
GRMZM2G122231,1.499699879,0,0,0
GRMZM2G122251,0,0,-0.803726519,-0.883382924
GRMZM2G122274,1.430662581,0,0,0
GRMZM2G122276,0,2.354669234,2.375208577,1.415694315
GRMZM2G122277,1.557936866,1.725014177,0,0
GRMZM2G122290,0,0.871244645,0.885905786,0.763055446
GRMZM2G122296,0,0.627664074,0.819337514,1.291529505
GRMZM2G122324,-1.141917427,-1.502795353,-2.031214509,-2.095154873
GRMZM2G122327,0,-1.168180935,-1.61717352,-1.835780688
GRMZM2G122330,0,-0.617467572,0,-0.704708913
GRMZM2G122335,0,-1.086004738,-0.885645311,0
GRMZM2G122337,0,-0.851368105,-1.288304577,-1.655399894
GRMZM2G122362,0,0,0,0.880048349
GRMZM2G122437,-1.365471496,-1.091384692,-1.602093181,-0.919264664
GRMZM2G122443,0,0.920849401,1.428344862,1.252167212
GRMZM2G122447,0,-0.745282708,-1.025101698,-0.829172187
GRMZM2G122543,0,0,2.097972349,2.797170828
GRMZM2G122584,-0.700431915,-0.776728521,-1.154491296,-0.911041429
GRMZM2G122666,0,0.582958349,0.766772849,0
GRMZM2G122715,0,-0.749239906,-1.121256327,-1.65438031
GRMZM2G122762,1.270982547,0.801465995,0,-2.075826256
GRMZM2G122793,0,-0.552662096,-0.87154917,-0.919538846
GRMZM2G122810,0,0,0,2.339490602
GRMZM2G122897,0,0,-0.572747583,-1.008128102
GRMZM2G122954,-1.191022967,-0.877765951,-0.80967434,-1.067585926
GRMZM2G123104,1.855897985,1.047208747,0.852710922,0
GRMZM2G123128,0,0,-0.982597727,-0.934423349
GRMZM2G123212,0,1.568647272,1.319302045,0
GRMZM2G123234,0,0,-0.710108758,-0.842372596
GRMZM2G123246,0,-0.562132518,0,-0.758322198
GRMZM2G123262,2.086909722,0,0,0
GRMZM2G123277,0.892729123,0.571468036,0.887106105,1.107685017
GRMZM2G123309,2.862045147,3.534205262,3.970936821,3.72344659
GRMZM2G123371,0,1.982126194,1.919595127,1.834061609
GRMZM2G123394,3.542250603,2.435255346,2.419403845,2.655606527
GRMZM2G123410,2.166180362,3.125481257,2.862946817,2.161808687
GRMZM2G123428,0,0,-0.733007942,-0.663429219
GRMZM2G123450,-1.587757702,-1.454941234,-2.025750514,-3.561136538
GRMZM2G123480,1.637628392,0,1.964873301,1.153590779
GRMZM2G123499,0,0,0,0.88073196
GRMZM2G123544,3.105569738,2.072912647,1.977399826,1.69912033
GRMZM2G123558,-0.754111737,-1.343649842,-1.189981863,0
GRMZM2G123604,-0.834301319,-0.970618336,-0.991567802,-0.638247682
GRMZM2G123667,0,1.074325703,0.776093529,0.613803782
GRMZM2G123719,0,0,-0.72216601,-0.56799016
GRMZM2G123815,0,0,-1.000751439,-1.266861619
GRMZM2G123842,-2.091621329,-3.614626148,-2.033009468,-2.407267017
GRMZM2G123887,0,1.024396009,0.761728071,0.828196492
GRMZM2G123896,0,-1.155069798,-1.041948989,-1.215756317
GRMZM2G123940,-1.728704906,-2.435972792,-2.853011654,-4.437586408
GRMZM2G123977,2.63352247,3.067462032,2.921502297,2.951389921
GRMZM2G123986,0,0,0,1.392992425
GRMZM2G123996,0,-0.572178224,-0.824337262,-1.297040691
GRMZM2G124011,2.899116297,0,0,0
GRMZM2G124026,1.981867398,1.825574605,0,1.64829777
GRMZM2G124059,0,0.772426065,0.847984898,0
GRMZM2G124070,-0.690710504,-0.996597728,0,0
GRMZM2G124103,0,0.940221554,0.89165391,0.757267979
GRMZM2G124143,0,0.575848588,0.90025071,0
GRMZM2G124175,0.85873184,0.822962556,1.48084111,1.319327641
GRMZM2G124229,3.507501055,5.178013777,5.86721482,6.068159075
GRMZM2G124239,0,0.830687688,0.90302761,0.669343788
GRMZM2G124243,0,1.173790963,0.995350004,0
GRMZM2G124307,0,-0.568013789,-0.852426588,-0.745316247
GRMZM2G124321,-0.908366964,-1.115111689,-1.437213376,-1.185533334
GRMZM2G124353,0,0,0.565407593,0.993144737
GRMZM2G124365,0.948398335,1.948245395,1.657839105,1.711649011
GRMZM2G124371,0,0,0,1.067622981
GRMZM2G124434,0.908917486,0.851979781,0.78111083,0.722131229
GRMZM2G124455,0,0.697767545,0.784148735,0.89418304
GRMZM2G124466,0,0.733792079,1.043128468,0.616024944
GRMZM2G124473,0,0,-0.72048755,-0.860491231
GRMZM2G124495,1.132455984,0,0,0
GRMZM2G124532,-0.880866615,-0.965820961,-0.890670546,-0.731050786
GRMZM2G124602,0,-1.060882468,-1.227836873,-0.913256119
GRMZM2G124644,0,0,-0.799596658,-1.336329543
GRMZM2G124671,0,0.936985056,0.85001629,1.217456284
GRMZM2G124701,0,0,0,0.737026875
GRMZM2G124758,0.918100116,0.932642623,0.828765887,0
GRMZM2G124799,0,6.081501104,6.564027159,6.183818745
GRMZM2G124815,3.144367901,3.067006164,3.542554493,2.981047001
GRMZM2G124863,0,1.081243308,0,1.229037301
GRMZM2G124886,0,1.054986934,1.275353484,1.256335409
GRMZM2G124911,0.898848899,0,0.988158841,0.741585919
GRMZM2G124963,-1.282842165,-0.693977572,-1.18098715,-0.90873232
GRMZM2G125012,0,0,0,-1.646085202
GRMZM2G125020,1.736040857,1.301424218,0.995641478,0
GRMZM2G125032,0,1.849549977,3.040719053,5.479666814
GRMZM2G125034,3.47904255,3.751916351,3.227531689,3.160458583
GRMZM2G125072,-1.1490161,0,-0.718964277,0
GRMZM2G125092,-1.847940555,-2.817196959,-1.551443494,0
GRMZM2G125148,0,0,0.727038754,0
GRMZM2G125193,0,1.556979852,1.180126141,1.533458078
GRMZM2G125216,1.802359033,0,2.289395477,3.217356748
GRMZM2G125241,6.593276966,5.518315194,5.196959307,4.906623978
GRMZM2G125259,-1.433732517,-1.15208405,0,-1.341171784
GRMZM2G125268,0,2.130444981,2.304236689,2.225366969
GRMZM2G125271,0,0.747600877,0.918961733,0
GRMZM2G125300,0,0,0.752770039,0
GRMZM2G125304,0,-0.761264567,-0.950220663,-0.891213902
GRMZM2G125314,0,0,-0.869714408,-1.453744737
GRMZM2G125345,0,1.174138851,2.033665559,1.465465513
GRMZM2G125424,2.086927349,0,0,0
GRMZM2G125482,1.429681754,3.366614613,2.5171403,2.729274379
GRMZM2G125494,0,0.641948363,0.8726603,0.707861411
GRMZM2G125507,0.971293132,0.793180233,0.749762541,0
GRMZM2G125512,0,0,0,-0.833154252
GRMZM2G125516,-1.84697578,0,-2.62428464,-2.01865651
GRMZM2G125522,0,0,-0.779838636,-1.650100218
GRMZM2G125527,0.61080079,0.837480882,0.954611645,0
GRMZM2G125544,0,0,0,0.693787191
GRMZM2G125557,0,-1.036397599,0,0
GRMZM2G125642,1.042463353,0,0,0.558000457
GRMZM2G125653,0,-0.722622817,-1.50667585,0
GRMZM2G125669,1.798116259,2.910999373,3.565530987,2.788722597
GRMZM2G125728,0.725937997,0.805315173,0.608701844,0.77454188
GRMZM2G125747,-0.824742754,-2.143999361,-1.53591928,-1.673762662
GRMZM2G125762,1.212858719,0,0,0
GRMZM2G125775,1.873837588,1.447786059,2.236144154,2.181257107
GRMZM2G125784,0.694588391,0.986183329,1.029786612,0
GRMZM2G125850,2.953305106,2.938264199,2.437483173,1.069226852
GRMZM2G125853,-1.023937937,-1.726688932,-1.835425012,-1.61752684
GRMZM2G125931,0,-0.69824995,-1.582362395,-1.945571091
GRMZM2G125977,0,-0.575141948,-0.610550932,-0.876133607
GRMZM2G126010,1.022002065,1.369605331,1.606792862,2.525286493
GRMZM2G126019,0.810311473,1.588234394,1.730509724,1.662891829
GRMZM2G126062,1.073127137,2.011172723,2.520731338,2.738031584
GRMZM2G126190,0,0,0,-0.801124975
GRMZM2G126199,0,-1.238276272,-0.768603308,-0.800838594
GRMZM2G126261,0.853789059,2.047280995,2.433253461,2.140861035
GRMZM2G126338,-0.823138631,-1.046631932,-0.920024847,-0.849400248
GRMZM2G126386,1.760377759,1.729505441,1.660546318,0.940524741
GRMZM2G126413,1.617832641,0,0,0
GRMZM2G126435,0,0,0.815936077,0.685240748
GRMZM2G126447,-0.804785317,-0.651793785,0,-0.622496236
GRMZM2G126505,1.250685662,0,0,0
GRMZM2G126507,1.752290707,0.788698473,0,0
GRMZM2G126545,-0.604960793,-0.652287487,-0.921329598,-0.581263688
GRMZM2G126552,0.637136159,1.435555066,1.511244815,0
GRMZM2G126572,1.352309452,0.898132566,1.074507848,1.639633816
GRMZM2G126580,-0.957406595,-0.905379399,-1.293685414,-1.209384279
GRMZM2G126582,0,0,-0.850078125,0
GRMZM2G126594,0,0.641058109,0.876814948,0
GRMZM2G126601,0.754651257,2.751294106,2.746412172,2.014243972
GRMZM2G126732,0.832070959,-0.999972563,-1.056412321,0
GRMZM2G126749,4.180701174,3.641028406,3.709262226,3.864617791
GRMZM2G126839,0,-0.673159635,-0.821006836,-0.587382474
GRMZM2G126860,0.832557078,0,0,0
GRMZM2G126865,1.26509104,1.84658204,2.358411956,2.046719178
GRMZM2G126900,0,1.483254605,2.455541178,1.778016632
GRMZM2G126975,1.735419321,0.992005454,0,1.6246232
GRMZM2G127031,0,0,-0.804004227,-1.34191754
GRMZM2G127067,1.072729337,2.701034991,2.23909297,1.771385911
GRMZM2G127072,-0.809799014,-1.117198911,-1.113662542,-0.864043397
GRMZM2G127117,2.32045268,1.326862104,1.043359613,0.917859204
GRMZM2G127123,0,0,0,0.775245402
GRMZM2G127134,0,-2.221263381,-3.0760913,-2.862329931
GRMZM2G127139,0,-1.138744059,-1.146158641,-1.120760259
GRMZM2G127141,0.695147643,0.651244136,0.718719122,0.618416384
GRMZM2G127230,0,-0.744620266,-0.806411571,-0.770803842
GRMZM2G127232,0,0,1.526391995,2.316084914
GRMZM2G127308,0.794220116,0,-0.719075832,-1.593048855
GRMZM2G127338,1.013480916,1.39712635,1.709981164,1.571046242
GRMZM2G127350,4.045822747,5.899042428,5.947876777,4.905733825
GRMZM2G127361,0,-1.986581146,-2.552034514,-3.688111833
GRMZM2G127379,0,0,0.646201421,0.752978854
GRMZM2G127386,0,0,0,0.737434302
GRMZM2G127396,1.164593638,0,0,0
GRMZM2G127418,0,4.752271555,6.472538955,7.331391199
GRMZM2G127421,-0.605219628,0,-1.131816632,-0.953113287
GRMZM2G127457,0,-2.245463855,-2.020446644,-2.572162543
GRMZM2G127537,0.98911727,0,-0.614426221,-1.417585046
GRMZM2G127546,0,0,0,-0.84086021
GRMZM2G127591,0,1.204647443,1.322263401,1.146881515
GRMZM2G127609,0,0.690849771,0.626363226,0
GRMZM2G127665,0,-0.768273216,-1.060100139,-1.118982809
GRMZM2G127776,0,1.63558276,1.949351546,1.036945401
GRMZM2G127798,0.675814377,1.131620531,1.068390205,1.08705799
GRMZM2G127948,2.815547027,3.365281057,3.238981688,2.827183624
GRMZM2G127949,-0.862040675,-1.190494415,-1.178814576,-1.55543327
GRMZM2G128012,-0.630960212,-0.925508226,-1.070377025,-1.220760666
GRMZM2G128016,1.470006483,1.620861863,1.980412097,1.864554512
GRMZM2G128072,0,-0.519221012,-1.047650917,-1.509771487
GRMZM2G128078,1.456216452,2.332433029,2.313386989,1.960553335
GRMZM2G128121,0,1.121683144,1.285740339,1.335568942
GRMZM2G128160,-0.785653186,-0.647212924,-0.640705619,-0.61669363
GRMZM2G128171,0.704665232,1.360608525,1.755605416,1.631745773
GRMZM2G128212,0,0,0,-1.934391603
GRMZM2G128399,-0.593677174,0,-0.633594949,-0.713235886
GRMZM2G128421,0,-1.748716496,-2.049866297,-1.290320039
GRMZM2G128434,-0.964920206,-1.059718654,-1.67024024,-2.163402302
GRMZM2G128454,-0.635918286,-0.884219608,-1.260361191,-1.87828578
GRMZM2G128466,0,1.228703349,1.0773026,1.042148684
GRMZM2G128504,3.907689549,6.251062083,5.937082398,5.500085238
GRMZM2G128518,0,0,-0.644950634,-0.81101109
GRMZM2G128564,1.553581135,0,0,0
GRMZM2G128641,1.69421274,0,-1.159563683,0
GRMZM2G128644,1.646186615,0,0,0
GRMZM2G128665,0,-1.162905992,-1.596081812,-1.566737812
GRMZM2G128688,0,0,0.908506522,0.673550381
GRMZM2G128832,-2.96107311,-2.936830388,-3.033518335,-4.204571254
GRMZM2G128877,0,0,0,0.805354998
GRMZM2G128922,2.30208696,1.440336649,0,0
GRMZM2G128929,1.434241637,1.839372504,1.507211535,1.150759339
GRMZM2G128935,0,-0.552471067,-0.823948431,-1.476679694
GRMZM2G128971,1.183937084,1.917540272,1.445982557,0
GRMZM2G128981,0,-1.250774915,-1.625114877,-2.255333314
GRMZM2G128995,0,0,0,1.225020322
GRMZM2G129018,1.440161271,0.827318939,0.76383016,0.756489753
GRMZM2G129019,0,0.906317042,1.047267326,0.869754082
GRMZM2G129031,0,0,-0.960786852,-1.447985993
GRMZM2G129058,0,0,0,1.265950064
GRMZM2G129114,0,1.339890463,1.702764694,2.201833773
GRMZM2G129154,2.069579428,3.012107702,3.054921267,2.206355845
GRMZM2G129166,1.186453502,1.409861177,1.810470691,0
GRMZM2G129175,0,0,0,-0.89077789
GRMZM2G129189,6.628773284,4.889244218,5.116147456,5.157500081
GRMZM2G129209,0,-1.087312832,-1.346332845,-1.025225877
GRMZM2G129218,0.637697026,1.22599759,1.346823786,0.780949223
GRMZM2G129238,0,0,-0.709236408,0
GRMZM2G129246,0,-0.763092308,-1.050898937,-1.03421498
GRMZM2G129261,0,0,0,-0.62949789
GRMZM2G129268,0.810343825,1.023866432,0.990298329,1.457365041
GRMZM2G129288,0,-0.714012188,-1.011900093,-0.759696983
GRMZM2G129291,1.096025266,1.242197001,1.182401489,0.955795268
GRMZM2G129302,2.648064245,0,0,0
GRMZM2G129304,0,-1.148163125,-2.02467333,0
GRMZM2G129357,-0.820970056,0.620868709,1.566177429,1.307261116
GRMZM2G129405,0,0,-1.039982882,-1.224466831
GRMZM2G129450,-0.757811545,-1.613241881,-2.133731048,-2.6736281
GRMZM2G129453,1.507988648,0,0,0
GRMZM2G129493,-0.825629183,-2.230304139,-2.523615276,-2.927801738
GRMZM2G129585,2.661099487,3.063199828,2.262016343,1.950827824
GRMZM2G129620,0,0,1.000287746,0.84826633
GRMZM2G129783,-0.768065189,-1.175231909,-1.652985081,-1.162880095
GRMZM2G129804,0,0,-0.675510078,-0.747669653
GRMZM2G129860,0,0.634900016,1.056619227,0.57860763
GRMZM2G129879,-1.071408651,-0.679800229,-0.886118666,-1.327100849
GRMZM2G129907,-0.869824604,-0.715085341,-1.001058111,-0.840374774
GRMZM2G129913,-1.661379537,-1.849680621,-1.805700822,-1.27891299
GRMZM2G129929,0,0,0,0
GRMZM2G130002,1.060249269,0.759927971,1.035498586,1.573331732
GRMZM2G130053,-1.742347114,-2.38179036,-2.941138945,-2.596564029
GRMZM2G130062,0,-0.658546556,0,0
GRMZM2G130079,0,0,-0.776222871,-1.049413461
GRMZM2G130085,0,-0.711740588,-0.753316146,-0.674344661
GRMZM2G130119,1.899149173,1.595903009,1.90214995,2.129017204
GRMZM2G130149,0,-1.236575222,-1.398965105,-1.409571087
GRMZM2G130239,0,1.840168256,1.902962922,0
GRMZM2G130260,-0.871112083,-0.840150232,-1.707754581,-2.105459031
GRMZM2G130348,0,-0.932662009,-1.180068363,-1.529489748
GRMZM2G130358,0,-0.55040459,-0.872825402,-1.341648734
GRMZM2G130379,0,0,-1.049315409,-0.921213826
GRMZM2G130389,0,0,0,1.672487483
GRMZM2G130425,-0.613637534,-0.860701965,-0.985689143,-0.919783706
GRMZM2G130442,0,0,-0.619827069,-0.731325592
GRMZM2G130505,-1.138603854,-1.007279091,-1.251091185,-0.672879086
GRMZM2G130558,2.313321481,2.617012176,2.812379177,2.861577453
GRMZM2G130640,-2.13737347,-3.175053331,-2.047252428,-2.655888039
GRMZM2G130728,-1.319329564,-0.895711663,0,0
GRMZM2G130749,0,0,0.83923913,1.05670286
GRMZM2G130764,3.046144621,2.677741999,2.157467891,1.314448687
GRMZM2G130800,2.308812574,4.615312183,4.361320339,3.616181924
GRMZM2G130868,0,1.122158993,0.919496962,0
GRMZM2G130889,0,0.620426207,0.871148564,1.099209942
GRMZM2G130904,0,2.37706993,2.903718772,2.400598041
GRMZM2G130943,2.378898026,1.457438158,1.241842439,1.308213894
GRMZM2G130953,0,-1.696909882,-2.482727815,-2.926274076
GRMZM2G130959,0,0,0.576918899,0.653504815
GRMZM2G130987,0,0.869505633,1.233254679,1.14349313
GRMZM2G131055,4.3672436,5.033608517,4.913488634,5.206175583
GRMZM2G131087,-0.730990073,-1.246421597,-0.850317106,-0.688840445
GRMZM2G131099,2.744476286,2.200619157,2.579965081,3.025406599
GRMZM2G131155,2.231478844,1.481350055,1.256469163,1.77406299
GRMZM2G131165,1.523684016,2.318914032,2.041480233,1.383705632
GRMZM2G131177,0,2.303435803,3.078334518,3.474886974
GRMZM2G131202,2.364067593,2.500551222,2.567447647,2.306831394
GRMZM2G131205,0,0,-0.874659358,-1.077671363
GRMZM2G131243,0,-1.056408918,-1.287352571,-1.686915823
GRMZM2G131286,0,-1.113016108,-1.246774177,-1.275675366
GRMZM2G131321,0,0.711676674,0.944359798,0
GRMZM2G131334,2.515723513,2.992845711,3.117875929,3.146773588
GRMZM2G131391,-0.698711835,-2.238112689,-2.279474374,-1.735933518
GRMZM2G131431,0,0,0,0.646721431
GRMZM2G131442,3.663845486,3.459714414,3.848151949,3.25262973
GRMZM2G131489,0,0,0,-0.736502482
GRMZM2G131516,1.656471996,0.741719703,0,0
GRMZM2G131575,-0.869919385,0,-0.878582422,-1.051903116
GRMZM2G131591,-1.685838364,-1.817069254,-1.337830044,-0.644164119
GRMZM2G131618,-1.191628796,-1.247148713,-1.251501202,-1.385390896
GRMZM2G131727,0,0,-1.373784493,-1.011442508
GRMZM2G131817,0,0,0,-0.927395473
GRMZM2G131820,0,0.901609339,1.035518035,0.78807438
GRMZM2G131836,0,-1.329572029,0,0
GRMZM2G131907,0,0.543381173,0.746414968,0.592182342
GRMZM2G131912,-1.672800512,-2.182703676,-2.691157057,-3.487068516
GRMZM2G131943,0,0,0.796381443,0
GRMZM2G131961,-1.204899528,-1.148310535,-1.208303439,-1.374581839
GRMZM2G131982,-1.644369222,-1.314176287,-1.350295537,-1.300811717
GRMZM2G132036,0,0,1.12217859,1.505257624
GRMZM2G132069,1.964211368,2.443528471,1.825907607,1.440799491
GRMZM2G132093,0,0.602139083,1.678959129,0.534039369
GRMZM2G132140,-0.844457792,0,-0.844296919,-1.032070022
GRMZM2G132169,0,0,0,3.367580252
GRMZM2G132184,0.711086962,0.732900808,0.565637928,0.691464599
GRMZM2G132185,1.646993245,0.704599121,0,0
GRMZM2G132212,4.563984693,4.595122489,4.704897356,4.00349651
GRMZM2G132238,-0.812202295,-1.669875137,-1.847927348,-2.700168132
GRMZM2G132331,1.277785598,3.404340286,3.125281253,4.310340908
GRMZM2G132367,3.581666529,2.492174821,2.800685344,3.643415874
GRMZM2G132373,0,0,0,1.158444729
GRMZM2G132403,0,0,0,0.812000665
GRMZM2G132442,0,1.196130537,0.847415753,0
GRMZM2G132461,3.072757875,5.558938389,4.711961721,4.01888479
GRMZM2G132478,1.554314308,2.333362599,2.747016139,3.10688958
GRMZM2G132506,0,0,-1.359331133,-1.205768281
GRMZM2G132547,0,0,1.107922696,1.585488413
GRMZM2G132607,0,0,-1.219704826,-1.495283109
GRMZM2G132704,1.870802399,1.561196006,0.767075385,1.190796908
GRMZM2G132811,0,-0.825803805,-1.412353737,-1.668369372
GRMZM2G132866,0.764806663,0.943407492,0.828421943,0.840588606
GRMZM2G132875,-1.197529117,0,1.957740181,2.245012324
GRMZM2G132898,2.06261765,1.798411078,1.94348444,1.711137409
GRMZM2G132903,0,0,0,1.114166508
GRMZM2G132913,1.625465985,0,0,0
GRMZM2G132929,0.890238587,0.868593569,1.005978893,0
GRMZM2G132958,2.10966635,0.737025882,0.822824109,0.777047127
GRMZM2G132968,0,0.636840547,0.989774817,0
GRMZM2G132971,0,-0.561018116,-0.77758889,-0.655315625
GRMZM2G132995,0,0,3.289761174,0
GRMZM2G133012,1.326612193,1.803617477,1.947756836,1.240806161
GRMZM2G133018,0,-0.714252719,-0.926974385,-1.148176605
GRMZM2G133021,0,-1.244654013,-1.116912434,-1.158952792
GRMZM2G133023,0.784155934,0,0.655492445,0.961557303
GRMZM2G133048,0,0.648995044,0.91212971,1.149209941
GRMZM2G133055,0,0.813845272,0.553813297,0.772435566
GRMZM2G133057,0,-0.918736644,0,-2.075475435
GRMZM2G133213,0,0.699039078,0.834342013,0.84924281
GRMZM2G133262,-1.509609407,-1.181809062,0,-1.252853472
GRMZM2G133314,-0.595149141,-1.006083093,-0.983925819,-1.070620637
GRMZM2G133359,-1.134817944,-1.521910335,-1.407978019,-1.170370026
GRMZM2G133400,0,2.389904789,2.499004401,2.456523655
GRMZM2G133407,1.774584727,2.213558591,2.531425885,2.375429342
GRMZM2G133430,3.247057781,3.328716422,3.365731458,2.75765473
GRMZM2G133434,0,-1.1234787,-0.952660989,-2.541550285
GRMZM2G133558,-0.975327226,-1.612936287,-1.215455145,-1.200753442
GRMZM2G133566,0,0,1.079816871,1.013589092
GRMZM2G133613,2.042481432,1.375813258,2.001326763,1.584320551
GRMZM2G133684,0,0,-0.809131597,-2.153482646
GRMZM2G133793,0,1.346585462,1.12764799,1.382407295
GRMZM2G133802,2.980979167,1.893523742,1.555571404,1.859565291
GRMZM2G133844,0,-0.956884107,-1.441356803,-1.778612488
GRMZM2G133885,0,0,0,1.185531464
GRMZM2G133919,0,0.554988012,0.627697247,0.650864266
GRMZM2G133943,0,0.664131286,0.786955734,1.131951308
GRMZM2G133958,0,0,-0.949453856,-1.256000144
GRMZM2G133966,0,0,-1.42862157,-2.379914727
GRMZM2G133986,0,0,0,-1.181111207
GRMZM2G134020,-0.897417486,-1.030808012,-1.258404834,-1.190942479
GRMZM2G134023,6.802865621,6.686107675,6.522592792,4.761317833
GRMZM2G134045,2.785073218,3.565281178,3.280732341,2.793054113
GRMZM2G134054,0,-1.745782447,-1.367946719,0
GRMZM2G134067,0,-1.047931824,-1.31316511,-1.74639577
GRMZM2G134107,0,0.730513329,0.814654971,0
GRMZM2G134109,0.848034382,0.777780826,1.048677198,0
GRMZM2G134130,0,-0.605149934,-1.207334814,-1.478855229
GRMZM2G134162,0,2.969814334,3.206065155,3.222418848
GRMZM2G134182,-0.639756619,-1.318253387,-1.626581048,-1.700371473
GRMZM2G134244,0,-1.225223828,-1.105361522,-1.098015989
